orthoID	genes
OG565_0	ANKRD5,ANKRD5_B,ANKRD5_C,ANKRD5_D,ANKRD5_E,ANKRD5_F,ANKRD5_G,ANKRD5_H,ANKRD5_I,ANKRD5_J,ANKRD5_K,ANKRD5_L,ANKRD5_M,ANKRD5_N,ANKRD5_O,ANKRD5_P,ANKRD5_Q,ANKRD5_R,ANKRD5_S,ANKRD5_T
OG566_0	ANKRD50,ANKRD50_B,ANKRD50_C,ANKRD50_D,ANKRD50_E,ANKRD50_F,ANKRD50_G,ANKRD50_H,ANKRD50_I,ANKRD50_J,ANKRD50_K,ANKRD50_L,ANKRD50_M,ANKRD50_N,ANKRD50_O,ANKRD50_P,ANKRD50_Q,ANKRD50_R,ANKRD50_S,ANKRD50_T
OG567_0	ANKRD52,ANKRD52_B,ANKRD52_C,ANKRD52_D,ANKRD52_E,ANKRD52_F,ANKRD52_G,ANKRD52_H,ANKRD52_I,ANKRD52_J,ANKRD52_K,ANKRD52_L,ANKRD52_M,ANKRD52_N,ANKRD52_O,ANKRD52_P,ANKRD52_Q,ANKRD52_R,ANKRD52_S,ANKRD52_T
OG568_0	ANKRD53,ANKRD53_B,ANKRD53_C,ANKRD53_D,ANKRD53_E,ANKRD53_F,ANKRD53_G,ANKRD53_H,ANKRD53_I,ANKRD53_J,ANKRD53_K,ANKRD53_L,ANKRD53_M,ANKRD53_N,ANKRD53_O,ANKRD53_P,ANKRD53_Q,ANKRD53_R,ANKRD53_S,ANKRD53_T
OG569_0	ANKRD54,ANKRD54_B,ANKRD54_C,ANKRD54_D,ANKRD54_E,ANKRD54_F,ANKRD54_G,ANKRD54_H,ANKRD54_I,ANKRD54_J,ANKRD54_K,ANKRD54_L,ANKRD54_M,ANKRD54_N,ANKRD54_O,ANKRD54_P,ANKRD54_Q,ANKRD54_R,ANKRD54_S,ANKRD54_T
OG570_0	ANKRD6,ANKRD6_B,ANKRD6_C,ANKRD6_D,ANKRD6_E,ANKRD6_F,ANKRD6_G,ANKRD6_H,ANKRD6_I,ANKRD6_J,ANKRD6_K,ANKRD6_L,ANKRD6_M,ANKRD6_N,ANKRD6_O,ANKRD6_P,ANKRD6_Q,ANKRD6_R,ANKRD6_S,ANKRD6_T
OG571_0	ANKRD65,ANKRD65_B,ANKRD65_C,ANKRD65_D,ANKRD65_E,ANKRD65_F,ANKRD65_G,ANKRD65_H,ANKRD65_I,ANKRD65_J,ANKRD65_K,ANKRD65_L,ANKRD65_M,ANKRD65_N,ANKRD65_O,ANKRD65_P,ANKRD65_Q,ANKRD65_R,ANKRD65_S,ANKRD65_T
OG572_0	ANKRD9,ANKRD9_B,ANKRD9_C,ANKRD9_D,ANKRD9_E,ANKRD9_F,ANKRD9_G,ANKRD9_H,ANKRD9_I,ANKRD9_J,ANKRD9_K,ANKRD9_L,ANKRD9_M,ANKRD9_N,ANKRD9_O,ANKRD9_P,ANKRD9_Q,ANKRD9_R,ANKRD9_S,ANKRD9_T
OG573_0	ANKS1A,ANKS1A_B,ANKS1A_C,ANKS1A_D,ANKS1A_E,ANKS1A_F,ANKS1A_G,ANKS1A_H,ANKS1A_I,ANKS1A_J,ANKS1A_K,ANKS1A_L,ANKS1A_M,ANKS1A_N,ANKS1A_O,ANKS1A_P,ANKS1A_Q,ANKS1A_R,ANKS1A_S,ANKS1A_T
OG574_0	ANKS1B,ANKS1B_B,ANKS1B_C,ANKS1B_D,ANKS1B_E,ANKS1B_F,ANKS1B_G,ANKS1B_H,ANKS1B_I,ANKS1B_J,ANKS1B_K,ANKS1B_L,ANKS1B_M,ANKS1B_N,ANKS1B_O,ANKS1B_P,ANKS1B_Q,ANKS1B_R,ANKS1B_S,ANKS1B_T
OG575_0	ANKS3,ANKS3_B,ANKS3_C,ANKS3_D,ANKS3_E,ANKS3_F,ANKS3_G,ANKS3_H,ANKS3_I,ANKS3_J,ANKS3_K,ANKS3_L,ANKS3_M,ANKS3_N,ANKS3_O,ANKS3_P,ANKS3_Q,ANKS3_R,ANKS3_S,ANKS3_T
OG576_0	ANKS4B,ANKS4B_B,ANKS4B_C,ANKS4B_D,ANKS4B_E,ANKS4B_F,ANKS4B_G,ANKS4B_H,ANKS4B_I,ANKS4B_J,ANKS4B_K,ANKS4B_L,ANKS4B_M,ANKS4B_N,ANKS4B_O,ANKS4B_P,ANKS4B_Q,ANKS4B_R,ANKS4B_S,ANKS4B_T
OG577_0	ANKS6,ANKS6_B,ANKS6_C,ANKS6_D,ANKS6_E,ANKS6_F,ANKS6_G,ANKS6_H,ANKS6_I,ANKS6_J,ANKS6_K,ANKS6_L,ANKS6_M,ANKS6_N,ANKS6_O,ANKS6_P,ANKS6_Q,ANKS6_R,ANKS6_S,ANKS6_T
OG578_0	ANKZF1,ANKZF1_B,ANKZF1_C,ANKZF1_D,ANKZF1_E,ANKZF1_F,ANKZF1_G,ANKZF1_H,ANKZF1_I,ANKZF1_J,ANKZF1_K,ANKZF1_L,ANKZF1_M,ANKZF1_N,ANKZF1_O,ANKZF1_P,ANKZF1_Q,ANKZF1_R,ANKZF1_S,ANKZF1_T
OG579_0	ANLN,ANLN_B,ANLN_C,ANLN_D,ANLN_E,ANLN_F,ANLN_G,ANLN_H,ANLN_I,ANLN_J,ANLN_K,ANLN_L,ANLN_M,ANLN_N,ANLN_O,ANLN_P,ANLN_Q,ANLN_R,ANLN_S,ANLN_T
OG580_0	ANO1,ANO1_B,ANO1_C,ANO1_D,ANO1_E,ANO1_F,ANO1_G,ANO1_H,ANO1_I,ANO1_J,ANO1_K,ANO1_L,ANO1_M,ANO1_N,ANO1_O,ANO1_P,ANO1_Q,ANO1_R,ANO1_S,ANO1_T
OG581_0	ANO10,ANO10_B,ANO10_C,ANO10_D,ANO10_E,ANO10_F,ANO10_G,ANO10_H,ANO10_I,ANO10_J,ANO10_K,ANO10_L,ANO10_M,ANO10_N,ANO10_O,ANO10_P,ANO10_Q,ANO10_R,ANO10_S,ANO10_T
OG582_0	ANO2,ANO2_B,ANO2_C,ANO2_D,ANO2_E,ANO2_F,ANO2_G,ANO2_H,ANO2_I,ANO2_J,ANO2_K,ANO2_L,ANO2_M,ANO2_N,ANO2_O,ANO2_P,ANO2_Q,ANO2_R,ANO2_S,ANO2_T
OG583_0	ANO5,ANO5_B,ANO5_C,ANO5_D,ANO5_E,ANO5_F,ANO5_G,ANO5_H,ANO5_I,ANO5_J,ANO5_K,ANO5_L,ANO5_M,ANO5_N,ANO5_O,ANO5_P,ANO5_Q,ANO5_R,ANO5_S,ANO5_T
OG584_0	ANO6,ANO6_B,ANO6_C,ANO6_D,ANO6_E,ANO6_F,ANO6_G,ANO6_H,ANO6_I,ANO6_J,ANO6_K,ANO6_L,ANO6_M,ANO6_N,ANO6_O,ANO6_P,ANO6_Q,ANO6_R,ANO6_S,ANO6_T
OG585_0	ANO7,ANO7_B,ANO7_C,ANO7_D,ANO7_E,ANO7_F,ANO7_G,ANO7_H,ANO7_I,ANO7_J,ANO7_K,ANO7_L,ANO7_M,ANO7_N,ANO7_O,ANO7_P,ANO7_Q,ANO7_R,ANO7_S,ANO7_T
OG586_0	ANO8,ANO8_B,ANO8_C,ANO8_D,ANO8_E,ANO8_F,ANO8_G,ANO8_H,ANO8_I,ANO8_J,ANO8_K,ANO8_L,ANO8_M,ANO8_N,ANO8_O,ANO8_P,ANO8_Q,ANO8_R,ANO8_S,ANO8_T
OG587_0	ANO9,ANO9_B,ANO9_C,ANO9_D,ANO9_E,ANO9_F,ANO9_G,ANO9_H,ANO9_I,ANO9_J,ANO9_K,ANO9_L,ANO9_M,ANO9_N,ANO9_O,ANO9_P,ANO9_Q,ANO9_R,ANO9_S,ANO9_T
OG588_0	ANP32A,ANP32A_B,ANP32A_C,ANP32A_D,ANP32A_E,ANP32A_F,ANP32A_G,ANP32A_H,ANP32A_I,ANP32A_J,ANP32A_K,ANP32A_L,ANP32A_M,ANP32A_N,ANP32A_O,ANP32A_P,ANP32A_Q,ANP32A_R,ANP32A_S,ANP32A_T
OG589_0	ANP32B,ANP32B_B,ANP32B_C,ANP32B_D,ANP32B_E,ANP32B_F,ANP32B_G,ANP32B_H,ANP32B_I,ANP32B_J,ANP32B_K,ANP32B_L,ANP32B_M,ANP32B_N,ANP32B_O,ANP32B_P,ANP32B_Q,ANP32B_R,ANP32B_S,ANP32B_T
OG590_0	ANP32D,ANP32D_B,ANP32D_C,ANP32D_D,ANP32D_E,ANP32D_F,ANP32D_G,ANP32D_H,ANP32D_I,ANP32D_J,ANP32D_K,ANP32D_L,ANP32D_M,ANP32D_N,ANP32D_O,ANP32D_P,ANP32D_Q,ANP32D_R,ANP32D_S,ANP32D_T
OG591_0	ANP32E,ANP32E_B,ANP32E_C,ANP32E_D,ANP32E_E,ANP32E_F,ANP32E_G,ANP32E_H,ANP32E_I,ANP32E_J,ANP32E_K,ANP32E_L,ANP32E_M,ANP32E_N,ANP32E_O,ANP32E_P,ANP32E_Q,ANP32E_R,ANP32E_S,ANP32E_T
OG592_0	ANPEP,ANPEP_B,ANPEP_C,ANPEP_D,ANPEP_E,ANPEP_F,ANPEP_G,ANPEP_H,ANPEP_I,ANPEP_J,ANPEP_K,ANPEP_L,ANPEP_M,ANPEP_N,ANPEP_O,ANPEP_P,ANPEP_Q,ANPEP_R,ANPEP_S,ANPEP_T
OG593_0	ANTXR1,ANTXR1_B,ANTXR1_C,ANTXR1_D,ANTXR1_E,ANTXR1_F,ANTXR1_G,ANTXR1_H,ANTXR1_I,ANTXR1_J,ANTXR1_K,ANTXR1_L,ANTXR1_M,ANTXR1_N,ANTXR1_O,ANTXR1_P,ANTXR1_Q,ANTXR1_R,ANTXR1_S,ANTXR1_T
OG594_0	ANTXR2,ANTXR2_B,ANTXR2_C,ANTXR2_D,ANTXR2_E,ANTXR2_F,ANTXR2_G,ANTXR2_H,ANTXR2_I,ANTXR2_J,ANTXR2_K,ANTXR2_L,ANTXR2_M,ANTXR2_N,ANTXR2_O,ANTXR2_P,ANTXR2_Q,ANTXR2_R,ANTXR2_S,ANTXR2_T
OG595_0	ANXA1,ANXA1_B,ANXA1_C,ANXA1_D,ANXA1_E,ANXA1_F,ANXA1_G,ANXA1_H,ANXA1_I,ANXA1_J,ANXA1_K,ANXA1_L,ANXA1_M,ANXA1_N,ANXA1_O,ANXA1_P,ANXA1_Q,ANXA1_R,ANXA1_S,ANXA1_T
OG596_0	ANXA11,ANXA11_B,ANXA11_C,ANXA11_D,ANXA11_E,ANXA11_F,ANXA11_G,ANXA11_H,ANXA11_I,ANXA11_J,ANXA11_K,ANXA11_L,ANXA11_M,ANXA11_N,ANXA11_O,ANXA11_P,ANXA11_Q,ANXA11_R,ANXA11_S,ANXA11_T
OG597_0	ANXA2,ANXA2_B,ANXA2_C,ANXA2_D,ANXA2_E,ANXA2_F,ANXA2_G,ANXA2_H,ANXA2_I,ANXA2_J,ANXA2_K,ANXA2_L,ANXA2_M,ANXA2_N,ANXA2_O,ANXA2_P,ANXA2_Q,ANXA2_R,ANXA2_S,ANXA2_T
OG598_0	ANXA3,ANXA3_B,ANXA3_C,ANXA3_D,ANXA3_E,ANXA3_F,ANXA3_G,ANXA3_H,ANXA3_I,ANXA3_J,ANXA3_K,ANXA3_L,ANXA3_M,ANXA3_N,ANXA3_O,ANXA3_P,ANXA3_Q,ANXA3_R,ANXA3_S,ANXA3_T
OG599_0	ANXA4,ANXA4_B,ANXA4_C,ANXA4_D,ANXA4_E,ANXA4_F,ANXA4_G,ANXA4_H,ANXA4_I,ANXA4_J,ANXA4_K,ANXA4_L,ANXA4_M,ANXA4_N,ANXA4_O,ANXA4_P,ANXA4_Q,ANXA4_R,ANXA4_S,ANXA4_T
OG600_0	ANXA5,ANXA5_B,ANXA5_C,ANXA5_D,ANXA5_E,ANXA5_F,ANXA5_G,ANXA5_H,ANXA5_I,ANXA5_J,ANXA5_K,ANXA5_L,ANXA5_M,ANXA5_N,ANXA5_O,ANXA5_P,ANXA5_Q,ANXA5_R,ANXA5_S,ANXA5_T
OG601_0	ANXA6,ANXA6_B,ANXA6_C,ANXA6_D,ANXA6_E,ANXA6_F,ANXA6_G,ANXA6_H,ANXA6_I,ANXA6_J,ANXA6_K,ANXA6_L,ANXA6_M,ANXA6_N,ANXA6_O,ANXA6_P,ANXA6_Q,ANXA6_R,ANXA6_S,ANXA6_T
OG602_0	ANXA7,ANXA7_B,ANXA7_C,ANXA7_D,ANXA7_E,ANXA7_F,ANXA7_G,ANXA7_H,ANXA7_I,ANXA7_J,ANXA7_K,ANXA7_L,ANXA7_M,ANXA7_N,ANXA7_O,ANXA7_P,ANXA7_Q,ANXA7_R,ANXA7_S,ANXA7_T
OG603_0	ANXA8L1,ANXA8L1_B,ANXA8L1_C,ANXA8L1_D,ANXA8L1_E,ANXA8L1_F,ANXA8L1_G,ANXA8L1_H,ANXA8L1_I,ANXA8L1_J,ANXA8L1_K,ANXA8L1_L,ANXA8L1_M,ANXA8L1_N,ANXA8L1_O,ANXA8L1_P,ANXA8L1_Q,ANXA8L1_R,ANXA8L1_S,ANXA8L1_T
OG604_0	ANXA9,ANXA9_B,ANXA9_C,ANXA9_D,ANXA9_E,ANXA9_F,ANXA9_G,ANXA9_H,ANXA9_I,ANXA9_J,ANXA9_K,ANXA9_L,ANXA9_M,ANXA9_N,ANXA9_O,ANXA9_P,ANXA9_Q,ANXA9_R,ANXA9_S,ANXA9_T
OG605_0	AOAH,AOAH_B,AOAH_C,AOAH_D,AOAH_E,AOAH_F,AOAH_G,AOAH_H,AOAH_I,AOAH_J,AOAH_K,AOAH_L,AOAH_M,AOAH_N,AOAH_O,AOAH_P,AOAH_Q,AOAH_R,AOAH_S,AOAH_T
OG606_0	AOC2,AOC2_B,AOC2_C,AOC2_D,AOC2_E,AOC2_F,AOC2_G,AOC2_H,AOC2_I,AOC2_J,AOC2_K,AOC2_L,AOC2_M,AOC2_N,AOC2_O,AOC2_P,AOC2_Q,AOC2_R,AOC2_S,AOC2_T
OG607_0	AOC3,AOC3_B,AOC3_C,AOC3_D,AOC3_E,AOC3_F,AOC3_G,AOC3_H,AOC3_I,AOC3_J,AOC3_K,AOC3_L,AOC3_M,AOC3_N,AOC3_O,AOC3_P,AOC3_Q,AOC3_R,AOC3_S,AOC3_T
OG608_0	AOX1,AOX1_B,AOX1_C,AOX1_D,AOX1_E,AOX1_F,AOX1_G,AOX1_H,AOX1_I,AOX1_J,AOX1_K,AOX1_L,AOX1_M,AOX1_N,AOX1_O,AOX1_P,AOX1_Q,AOX1_R,AOX1_S,AOX1_T
OG609_0	AP1AR,AP1AR_B,AP1AR_C,AP1AR_D,AP1AR_E,AP1AR_F,AP1AR_G,AP1AR_H,AP1AR_I,AP1AR_J,AP1AR_K,AP1AR_L,AP1AR_M,AP1AR_N,AP1AR_O,AP1AR_P,AP1AR_Q,AP1AR_R,AP1AR_S,AP1AR_T
OG610_0	AP1B1,AP1B1_B,AP1B1_C,AP1B1_D,AP1B1_E,AP1B1_F,AP1B1_G,AP1B1_H,AP1B1_I,AP1B1_J,AP1B1_K,AP1B1_L,AP1B1_M,AP1B1_N,AP1B1_O,AP1B1_P,AP1B1_Q,AP1B1_R,AP1B1_S,AP1B1_T
OG611_0	AP1G1,AP1G1_B,AP1G1_C,AP1G1_D,AP1G1_E,AP1G1_F,AP1G1_G,AP1G1_H,AP1G1_I,AP1G1_J,AP1G1_K,AP1G1_L,AP1G1_M,AP1G1_N,AP1G1_O,AP1G1_P,AP1G1_Q,AP1G1_R,AP1G1_S,AP1G1_T
OG612_0	AP1G2,AP1G2_B,AP1G2_C,AP1G2_D,AP1G2_E,AP1G2_F,AP1G2_G,AP1G2_H,AP1G2_I,AP1G2_J,AP1G2_K,AP1G2_L,AP1G2_M,AP1G2_N,AP1G2_O,AP1G2_P,AP1G2_Q,AP1G2_R,AP1G2_S,AP1G2_T
OG613_0	AP1M1,AP1M1_B,AP1M1_C,AP1M1_D,AP1M1_E,AP1M1_F,AP1M1_G,AP1M1_H,AP1M1_I,AP1M1_J,AP1M1_K,AP1M1_L,AP1M1_M,AP1M1_N,AP1M1_O,AP1M1_P,AP1M1_Q,AP1M1_R,AP1M1_S,AP1M1_T
OG614_0	AP1M2,AP1M2_B,AP1M2_C,AP1M2_D,AP1M2_E,AP1M2_F,AP1M2_G,AP1M2_H,AP1M2_I,AP1M2_J,AP1M2_K,AP1M2_L,AP1M2_M,AP1M2_N,AP1M2_O,AP1M2_P,AP1M2_Q,AP1M2_R,AP1M2_S,AP1M2_T
OG615_0	AP1S1,AP1S1_B,AP1S1_C,AP1S1_D,AP1S1_E,AP1S1_F,AP1S1_G,AP1S1_H,AP1S1_I,AP1S1_J,AP1S1_K,AP1S1_L,AP1S1_M,AP1S1_N,AP1S1_O,AP1S1_P,AP1S1_Q,AP1S1_R,AP1S1_S,AP1S1_T
OG616_0	AP1S2,AP1S2_B,AP1S2_C,AP1S2_D,AP1S2_E,AP1S2_F,AP1S2_G,AP1S2_H,AP1S2_I,AP1S2_J,AP1S2_K,AP1S2_L,AP1S2_M,AP1S2_N,AP1S2_O,AP1S2_P,AP1S2_Q,AP1S2_R,AP1S2_S,AP1S2_T
OG617_0	AP1S3,AP1S3_B,AP1S3_C,AP1S3_D,AP1S3_E,AP1S3_F,AP1S3_G,AP1S3_H,AP1S3_I,AP1S3_J,AP1S3_K,AP1S3_L,AP1S3_M,AP1S3_N,AP1S3_O,AP1S3_P,AP1S3_Q,AP1S3_R,AP1S3_S,AP1S3_T
OG618_0	AP2A1,AP2A1_B,AP2A1_C,AP2A1_D,AP2A1_E,AP2A1_F,AP2A1_G,AP2A1_H,AP2A1_I,AP2A1_J,AP2A1_K,AP2A1_L,AP2A1_M,AP2A1_N,AP2A1_O,AP2A1_P,AP2A1_Q,AP2A1_R,AP2A1_S,AP2A1_T
OG619_0	AP2A2,AP2A2_B,AP2A2_C,AP2A2_D,AP2A2_E,AP2A2_F,AP2A2_G,AP2A2_H,AP2A2_I,AP2A2_J,AP2A2_K,AP2A2_L,AP2A2_M,AP2A2_N,AP2A2_O,AP2A2_P,AP2A2_Q,AP2A2_R,AP2A2_S,AP2A2_T
OG620_0	AP2B1,AP2B1_B,AP2B1_C,AP2B1_D,AP2B1_E,AP2B1_F,AP2B1_G,AP2B1_H,AP2B1_I,AP2B1_J,AP2B1_K,AP2B1_L,AP2B1_M,AP2B1_N,AP2B1_O,AP2B1_P,AP2B1_Q,AP2B1_R,AP2B1_S,AP2B1_T
OG621_0	AP2M1,AP2M1_B,AP2M1_C,AP2M1_D,AP2M1_E,AP2M1_F,AP2M1_G,AP2M1_H,AP2M1_I,AP2M1_J,AP2M1_K,AP2M1_L,AP2M1_M,AP2M1_N,AP2M1_O,AP2M1_P,AP2M1_Q,AP2M1_R,AP2M1_S,AP2M1_T
OG622_0	AP2S1,AP2S1_B,AP2S1_C,AP2S1_D,AP2S1_E,AP2S1_F,AP2S1_G,AP2S1_H,AP2S1_I,AP2S1_J,AP2S1_K,AP2S1_L,AP2S1_M,AP2S1_N,AP2S1_O,AP2S1_P,AP2S1_Q,AP2S1_R,AP2S1_S,AP2S1_T
OG623_0	AP3B1,AP3B1_B,AP3B1_C,AP3B1_D,AP3B1_E,AP3B1_F,AP3B1_G,AP3B1_H,AP3B1_I,AP3B1_J,AP3B1_K,AP3B1_L,AP3B1_M,AP3B1_N,AP3B1_O,AP3B1_P,AP3B1_Q,AP3B1_R,AP3B1_S,AP3B1_T
OG624_0	AP3B2,AP3B2_B,AP3B2_C,AP3B2_D,AP3B2_E,AP3B2_F,AP3B2_G,AP3B2_H,AP3B2_I,AP3B2_J,AP3B2_K,AP3B2_L,AP3B2_M,AP3B2_N,AP3B2_O,AP3B2_P,AP3B2_Q,AP3B2_R,AP3B2_S,AP3B2_T
OG625_0	AP3D1,AP3D1_B,AP3D1_C,AP3D1_D,AP3D1_E,AP3D1_F,AP3D1_G,AP3D1_H,AP3D1_I,AP3D1_J,AP3D1_K,AP3D1_L,AP3D1_M,AP3D1_N,AP3D1_O,AP3D1_P,AP3D1_Q,AP3D1_R,AP3D1_S,AP3D1_T
OG626_0	AP3M1,AP3M1_B,AP3M1_C,AP3M1_D,AP3M1_E,AP3M1_F,AP3M1_G,AP3M1_H,AP3M1_I,AP3M1_J,AP3M1_K,AP3M1_L,AP3M1_M,AP3M1_N,AP3M1_O,AP3M1_P,AP3M1_Q,AP3M1_R,AP3M1_S,AP3M1_T
OG627_0	AP3M2,AP3M2_B,AP3M2_C,AP3M2_D,AP3M2_E,AP3M2_F,AP3M2_G,AP3M2_H,AP3M2_I,AP3M2_J,AP3M2_K,AP3M2_L,AP3M2_M,AP3M2_N,AP3M2_O,AP3M2_P,AP3M2_Q,AP3M2_R,AP3M2_S,AP3M2_T
OG628_0	AP3S1,AP3S1_B,AP3S1_C,AP3S1_D,AP3S1_E,AP3S1_F,AP3S1_G,AP3S1_H,AP3S1_I,AP3S1_J,AP3S1_K,AP3S1_L,AP3S1_M,AP3S1_N,AP3S1_O,AP3S1_P,AP3S1_Q,AP3S1_R,AP3S1_S,AP3S1_T
OG629_0	AP3S2,AP3S2_B,AP3S2_C,AP3S2_D,AP3S2_E,AP3S2_F,AP3S2_G,AP3S2_H,AP3S2_I,AP3S2_J,AP3S2_K,AP3S2_L,AP3S2_M,AP3S2_N,AP3S2_O,AP3S2_P,AP3S2_Q,AP3S2_R,AP3S2_S,AP3S2_T
OG630_0	AP4B1,AP4B1_B,AP4B1_C,AP4B1_D,AP4B1_E,AP4B1_F,AP4B1_G,AP4B1_H,AP4B1_I,AP4B1_J,AP4B1_K,AP4B1_L,AP4B1_M,AP4B1_N,AP4B1_O,AP4B1_P,AP4B1_Q,AP4B1_R,AP4B1_S,AP4B1_T
OG631_0	AP4E1,AP4E1_B,AP4E1_C,AP4E1_D,AP4E1_E,AP4E1_F,AP4E1_G,AP4E1_H,AP4E1_I,AP4E1_J,AP4E1_K,AP4E1_L,AP4E1_M,AP4E1_N,AP4E1_O,AP4E1_P,AP4E1_Q,AP4E1_R,AP4E1_S,AP4E1_T
OG632_0	AP4M1,AP4M1_B,AP4M1_C,AP4M1_D,AP4M1_E,AP4M1_F,AP4M1_G,AP4M1_H,AP4M1_I,AP4M1_J,AP4M1_K,AP4M1_L,AP4M1_M,AP4M1_N,AP4M1_O,AP4M1_P,AP4M1_Q,AP4M1_R,AP4M1_S,AP4M1_T
OG633_0	AP4S1,AP4S1_B,AP4S1_C,AP4S1_D,AP4S1_E,AP4S1_F,AP4S1_G,AP4S1_H,AP4S1_I,AP4S1_J,AP4S1_K,AP4S1_L,AP4S1_M,AP4S1_N,AP4S1_O,AP4S1_P,AP4S1_Q,AP4S1_R,AP4S1_S,AP4S1_T
OG634_0	AP5B1,AP5B1_B,AP5B1_C,AP5B1_D,AP5B1_E,AP5B1_F,AP5B1_G,AP5B1_H,AP5B1_I,AP5B1_J,AP5B1_K,AP5B1_L,AP5B1_M,AP5B1_N,AP5B1_O,AP5B1_P,AP5B1_Q,AP5B1_R,AP5B1_S,AP5B1_T
OG635_0	AP5M1,AP5M1_B,AP5M1_C,AP5M1_D,AP5M1_E,AP5M1_F,AP5M1_G,AP5M1_H,AP5M1_I,AP5M1_J,AP5M1_K,AP5M1_L,AP5M1_M,AP5M1_N,AP5M1_O,AP5M1_P,AP5M1_Q,AP5M1_R,AP5M1_S,AP5M1_T
OG636_0	AP5S1,AP5S1_B,AP5S1_C,AP5S1_D,AP5S1_E,AP5S1_F,AP5S1_G,AP5S1_H,AP5S1_I,AP5S1_J,AP5S1_K,AP5S1_L,AP5S1_M,AP5S1_N,AP5S1_O,AP5S1_P,AP5S1_Q,AP5S1_R,AP5S1_S,AP5S1_T
OG637_0	AP5Z1,AP5Z1_B,AP5Z1_C,AP5Z1_D,AP5Z1_E,AP5Z1_F,AP5Z1_G,AP5Z1_H,AP5Z1_I,AP5Z1_J,AP5Z1_K,AP5Z1_L,AP5Z1_M,AP5Z1_N,AP5Z1_O,AP5Z1_P,AP5Z1_Q,AP5Z1_R,AP5Z1_S,AP5Z1_T
OG638_0	APAF1,APAF1_B,APAF1_C,APAF1_D,APAF1_E,APAF1_F,APAF1_G,APAF1_H,APAF1_I,APAF1_J,APAF1_K,APAF1_L,APAF1_M,APAF1_N,APAF1_O,APAF1_P,APAF1_Q,APAF1_R,APAF1_S,APAF1_T
OG639_0	APBA1,APBA1_B,APBA1_C,APBA1_D,APBA1_E,APBA1_F,APBA1_G,APBA1_H,APBA1_I,APBA1_J,APBA1_K,APBA1_L,APBA1_M,APBA1_N,APBA1_O,APBA1_P,APBA1_Q,APBA1_R,APBA1_S,APBA1_T
OG640_0	APBA2,APBA2_B,APBA2_C,APBA2_D,APBA2_E,APBA2_F,APBA2_G,APBA2_H,APBA2_I,APBA2_J,APBA2_K,APBA2_L,APBA2_M,APBA2_N,APBA2_O,APBA2_P,APBA2_Q,APBA2_R,APBA2_S,APBA2_T
OG641_0	APBA3,APBA3_B,APBA3_C,APBA3_D,APBA3_E,APBA3_F,APBA3_G,APBA3_H,APBA3_I,APBA3_J,APBA3_K,APBA3_L,APBA3_M,APBA3_N,APBA3_O,APBA3_P,APBA3_Q,APBA3_R,APBA3_S,APBA3_T
OG642_0	APBB1,APBB1_B,APBB1_C,APBB1_D,APBB1_E,APBB1_F,APBB1_G,APBB1_H,APBB1_I,APBB1_J,APBB1_K,APBB1_L,APBB1_M,APBB1_N,APBB1_O,APBB1_P,APBB1_Q,APBB1_R,APBB1_S,APBB1_T
OG643_0	APBB2,APBB2_B,APBB2_C,APBB2_D,APBB2_E,APBB2_F,APBB2_G,APBB2_H,APBB2_I,APBB2_J,APBB2_K,APBB2_L,APBB2_M,APBB2_N,APBB2_O,APBB2_P,APBB2_Q,APBB2_R,APBB2_S,APBB2_T
OG644_0	APBB3,APBB3_B,APBB3_C,APBB3_D,APBB3_E,APBB3_F,APBB3_G,APBB3_H,APBB3_I,APBB3_J,APBB3_K,APBB3_L,APBB3_M,APBB3_N,APBB3_O,APBB3_P,APBB3_Q,APBB3_R,APBB3_S,APBB3_T
OG645_0	APC,APC_B,APC_C,APC_D,APC_E,APC_F,APC_G,APC_H,APC_I,APC_J,APC_K,APC_L,APC_M,APC_N,APC_O,APC_P,APC_Q,APC_R,APC_S,APC_T
OG646_0	APC2,APC2_B,APC2_C,APC2_D,APC2_E,APC2_F,APC2_G,APC2_H,APC2_I,APC2_J,APC2_K,APC2_L,APC2_M,APC2_N,APC2_O,APC2_P,APC2_Q,APC2_R,APC2_S,APC2_T
OG647_0	APCDD1,APCDD1_B,APCDD1_C,APCDD1_D,APCDD1_E,APCDD1_F,APCDD1_G,APCDD1_H,APCDD1_I,APCDD1_J,APCDD1_K,APCDD1_L,APCDD1_M,APCDD1_N,APCDD1_O,APCDD1_P,APCDD1_Q,APCDD1_R,APCDD1_S,APCDD1_T
OG648_0	APEH,APEH_B,APEH_C,APEH_D,APEH_E,APEH_F,APEH_G,APEH_H,APEH_I,APEH_J,APEH_K,APEH_L,APEH_M,APEH_N,APEH_O,APEH_P,APEH_Q,APEH_R,APEH_S,APEH_T
OG649_0	APEX1,APEX1_B,APEX1_C,APEX1_D,APEX1_E,APEX1_F,APEX1_G,APEX1_H,APEX1_I,APEX1_J,APEX1_K,APEX1_L,APEX1_M,APEX1_N,APEX1_O,APEX1_P,APEX1_Q,APEX1_R,APEX1_S,APEX1_T
OG650_0	APEX2,APEX2_B,APEX2_C,APEX2_D,APEX2_E,APEX2_F,APEX2_G,APEX2_H,APEX2_I,APEX2_J,APEX2_K,APEX2_L,APEX2_M,APEX2_N,APEX2_O,APEX2_P,APEX2_Q,APEX2_R,APEX2_S,APEX2_T
