Gene	Expression
BSPRY_R	0
BST1_R	1.00555
BTBD17_R	1.59555
BTBD19_R	0.855962
BTBD8_R	0
BTN3A3_R	0
BTNL9_R	0
C10orf105_R	0.739468
C10orf10_R	1.11148
C10orf111_R	0
C10orf11_R	0
C10orf35_R	0.708595
C10orf47_R	1.04044
C10orf54_R	0.506544
C10orf67_R	0
C10orf82_R	0
C11orf20_R	0
C11orf35_R	0.720291
C11orf45_R	0
C11orf52_R	0
C11orf67_R	0
C11orf71_R	0
C11orf86_R	0
C11orf91_R	0
C11orf93_R	0
C11orf96_R	0
C12orf39_R	0
C12orf77_R	1.46187
C13orf33_R	0
C14orf176_R	1.53374
C14orf178_R	0
C14orf182_R	0.760062
C14orf39_R	1.01445
C14orf45_R	1.46187
C15orf27_R	0
C15orf2_R	0.361841
C15orf52_R	0.355925
C15orf56_R	0
C15orf58_R	0.81957
C15orf59_R	0.972706
C16orf54_R	0
C16orf71_R	0
C16orf74_R	0
C16orf79_R	0
C16orf86_R	0.764093
C16orf89_R	0
C16orf92_R	0
C16orf93_R	1.70421
C16orf95_R	0.779116
C16orf96_R	0.5192
C17orf104_R	0.837191
C17orf107_R	0
C17orf109_R	0
C17orf28_R	0
C17orf50_R	0
C17orf57_R	1.10396
C17orf59_R	0
C17orf72_R	0.703323
C17orf77_R	1.07995
C17orf90_R	0
C17orf97_R	0.656756
C17orf98_R	0
C18orf1_R	0.677572
C18orf26_R	0
C18orf34_R	0
C19orf35_R	0
C19orf45_R	0
C19orf46_R	0.725984
C19orf57_R	1.19766
C19orf73_R	0
C19orf75_R	0
C19orf76_R	0
C19orf77_R	0
C1QL1_R	0
C1QL3_R	0
C1QTNF1_R	0
C1QTNF2_R	1.40426
C1QTNF4_R	0.914471
C1QTNF9B-AS1_R	0
C1R_R	0
C1S_R	0.80911
C1orf101_R	0.387765
C1orf116_R	1.11919
C1orf141_R	1.21468
C1orf150_R	0.686191
C1orf151-NBL1_R	1.00804
C1orf172_R	0
C1orf173_R	0
C1orf186_R	0
C1orf192_R	0
C1orf194_R	0
C1orf210_R	1.01445
C1orf228_R	0
C1orf229_R	0
C1orf49_R	0
C1orf53_R	0
C1orf87_R	0
C1orf95_R	0
C20orf118_R	0
C20orf132_R	1.20998
C20orf160_R	0.972706
C20orf195_R	0
C20orf202_R	0
C20orf203_R	1.03391
C20orf26_R	1.13868
C21orf7_R	0
C22orf15_R	0
C22orf23_R	0
C22orf24_R	0
C2CD4A_R	0
C2CD4B_R	0
C2CD4C_R	1.40426
C2_R	0
C2orf27A_R	1.60839
C2orf40_R	0
C2orf54_R	0
C2orf62_R	0
C2orf65_R	0
C2orf66_R	0
C2orf72_R	1.44904
C2orf77_R	0.446728
C2orf80_R	0
C2orf83_R	0
C2orf84_R	0
C2orf88_R	1.06893
C2orf91_R	0
C3_R	0.428752
C3orf18_R	0
C3orf24_R	0
C3orf25_R	0
C3orf27_R	0
C3orf32_R	0
C3orf35_R	0
C3orf71_R	0
C3orf72_R	0.402126
C3orf78_R	0
C3orf80_R	0
C4A_R	0
C4orf19_R	0.496256
C4orf26_R	0
C4orf32_R	0.566831
C4orf36_R	0
C4orf47_R	0.540317
C4orf48_R	0
C4orf49_R	0
C5AR1_R	0
C5orf49_R	0.92404
C5orf58_R	0
C5orf60_R	0
C5orf63_R	0
C5orf65_R	0
C6orf118_R	0.876699
C6orf132_R	0.573895
C6orf141_R	0
C6orf163_R	0
C6orf221_R	0
C6orf226_R	0
C6orf25_R	0
C6orf52_R	0
C6orf7_R	0
C6orf99_R	0
C7orf29_R	0
C7orf53_R	0
C7orf57_R	0
C8A_R	0
C8orf44-SGK3_R	0
C8orf44_R	1.1231
C8orf45_R	0
C8orf47_R	0
C8orf80_R	0.984998
C8orf84_R	0.715453
C8orf85_R	1.21468
C8orf86_R	0
C9orf128_R	0
C9orf135_R	0
C9orf139_R	0
C9orf163_R	0
C9orf167_R	0.433331
C9orf169_R	0
C9orf170_R	0
C9orf43_R	0
C9orf47_R	0
C9orf66_R	0.413614
C9orf71_R	0
C9orf95_R	0
C9orf96_R	0
CA12_R	0.636885
CA9_R	0
CABP1_R	0
CACNA1B_R	0.703323
CACNA1C_R	0.693078
CACNA1D_R	0
CACNA1F_R	0
CACNA1G_R	0.529424
CACNA1S_R	0.38026
CACNA2D1_R	0.756504
CACNA2D3_R	0
CACNB2_R	0
CACNB4_R	0.479963
CACNG8_R	0.885081
CADM2_R	0.639047
CALB2_R	0.773365
CALCRL_R	0.365747
CALCR_R	0
CALHM2_R	0
CALN1_R	0
CAMK1G_R	0
CAMK2A_R	0.988358
CAMK2B_R	0
CAMK2N2_R	0
CAPN11_R	0
CAPN12_R	0
CAPN13_R	0
CAPN3_R	0
CAPN6_R	0
CAPN9_R	0
CAPS2_R	1.07995
CAPSL_R	0
CAPS_R	0
CARD11_R	0
CARD6_R	0
CARD9_R	0
CASC1_R	1.35074
CASP10_R	0
CASP14_R	0
CASR_R	0
CASS4_R	0
CATSPER2_R	0
CATSPER3_R	0
CBLC_R	0
CBLN1_R	0
CBLN3_R	1.13237
CBWD5_R	0
CBWD6_R	0
CCBE1_R	0.652148
CCBP2_R	0.764093
CCDC108_R	0
CCDC110_R	0.703323
CCDC114_R	0.754413
CCDC11_R	1.64506
CCDC135_R	0
CCDC13_R	0
CCDC141_R	0
CCDC144A_R	0.463877
CCDC144NL_R	0
CCDC146_R	1.20324
CCDC151_R	0
CCDC153_R	0
CCDC157_R	1.43023
CCDC159_R	0
CCDC170_R	0.969099
CCDC17_R	0
CCDC19_R	0.943331
CCDC24_R	0.928987
CCDC33_R	0
CCDC37_R	0
CCDC39_R	0
CCDC3_R	0
CCDC42B_R	1.61991
CCDC62_R	0.768723
CCDC64B_R	0
CCDC64_R	0.45368
CCDC65_R	1.34258
CCDC67_R	0
CCDC68_R	0
CCDC69_R	0.980033
CCDC78_R	0
CCDC7_R	0
CCDC81_R	0.548621
CCDC88B_R	0.88219
CCDC96_R	0
CCKBR_R	0
CCK_R	0
CCL26_R	0
CCL28_R	0
CCL3L3_R	0
CCNA1_R	0
CCNB3_R	0
CCR6_R	0
CD101_R	0
CD109_R	1.07236
CD163L1_R	0
CD163_R	0.751864
CD1D_R	0
CD200R1_R	0
CD207_R	0
CD209_R	0.563763
CD22_R	0
CD244_R	0
CD247_R	1.63522
CD274_R	0
CD28_R	0.732805
CD300A_R	1.418
CD300LG_R	1.3447
CD36_R	0.833107
CD3G_R	0
CD40_R	0
CD52_R	0
CD68_R	0.782974
CD72_R	0
CD79A_R	0
CD79B_R	0
CD84_R	0.690074
CD97_R	0
CDA_R	0
CDC42EP5_R	0
CDCP1_R	0.660812
CDH17_R	0
CDH18_R	1.27358
CDH1_R	0
CDH26_R	0.89451
CDH3_R	0.715453
CDH7_R	0.732805
CDHR1_R	0.606983
CDHR2_R	0
CDHR3_R	0
CDK5R2_R	0
CDKL1_R	0
CDR1_R	1.30987
CDX1_R	0
CEACAM19_R	0.779116
CEACAM1_R	0
CEACAM5_R	0
CEACAM8_R	0
CEBPD_R	0.81957
CELF4_R	0
CELF6_R	0
CEND1_R	0.943331
CERKL_R	0
CERS3_R	0.677572
CES4A_R	0
CFB_R	0
CFD_R	0
CFTR_R	0
CGA_R	0
CHAC1_R	0
CHAC2_R	1.10789
CHADL_R	0
CHGA_R	0
CHGB_R	1.40682
CHRD_R	1.25429
CHRFAM7A_R	0
CHRNA1_R	0
CHRNA4_R	0
CHRNA7_R	0.491156
CHRNA9_R	0
CHRNB2_R	0
CHST13_R	0
CHST1_R	0.476371
CHST2_R	0.591882
CHST5_R	0.677572
CHST7_R	0.407584
CHSY3_R	1.11596
CIDEB_R	0
CIDEC_R	0
CIITA_R	0
CISD3_R	0.9479
CISH_R	1.28926
CITED1_R	0
CKMT2_R	0
CLCF1_R	0.62691
CLCNKB_R	0
CLDN15_R	0
CLDN16_R	0
CLDN23_R	0
CLDN4_R	1.06455
CLDN5_R	0
CLDN7_R	0
CLDND2_R	0
CLEC11A_R	0.760062
CLEC12A_R	0
CLEC17A_R	0
CLEC2L_R	1.2821
CLEC4A_R	0.536892
CLEC4C_R	0
CLEC4D_R	0
CLEC4E_R	0.799245
CLEC4F_R	0
CLEC6A_R	0
CLEC7A_R	0.529424
CLIC2_R	0
CLIC5_R	0
CLMN_R	0.81957
CLUL1_R	0
CLVS2_R	0
CMPK2_R	0
CMTM5_R	0
CMYA5_R	0.463877
CNDP1_R	0
CNGA1_R	0.690074
CNGB1_R	0.842734
CNIH3_R	0
CNKSR1_R	1.29141
CNNM1_R	0.919196
CNTF_R	0
CNTN1_R	0.842734
CNTN3_R	0.606983
CNTN5_R	0.418561
CNTN6_R	0
COBLL1_R	0.898913
COL13A1_R	0
COL15A1_R	0.573895
COL16A1_R	0.799245
COL21A1_R	1.03391
COL23A1_R	1.07995
COL3A1_R	1.22629
COL4A4_R	0
COL8A1_R	0
COLQ_R	0.698813
COMTD1_R	1.59877
CORO6_R	0
CORO7_R	0
CORT_R	0
COX6B2_R	0
CPA4_R	1.39709
CPEB1_R	0.610321
CPLX3_R	0
CPN1_R	0
CPO_R	0
CP_R	0
CR2_R	0
CRB1_R	0.606983
CREB3L3_R	0
CREG2_R	0.483127
CRHBP_R	0
CRHR2_R	0
CRIP1_R	0
CRIP3_R	0
CRISPLD2_R	0.365747
CRLF1_R	0
CRTAM_R	0.407584
CRX_R	0.739468
CRYAA_R	0
CRYAB_R	0
CRYBA1_R	0
CRYBA4_R	0
CRYBB1_R	0
CRYBB2_R	1.17255
CRYBB3_R	0
CRYGD_R	0
CRYGN_R	0
CSDC2_R	1.28926
CSF2RA_R	1.47884
CSMD2_R	0.471988
CSPG4_R	0.787116
CST2_R	0
CST6_R	0
CTAGE15P_R	0
CTAGE4_R	0
CTAGE6P_R	0
CTCFL_R	0
CTF1_R	0
CTNNA3_R	0.591882
CTSF_R	1.33557
CTSS_R	0.992314
CTU1_R	0
CUBN_R	0
CX3CR1_R	0
CXCL12_R	0
CXCL16_R	0.591882
CXCL2_R	0
CXCL3_R	0
CXCL6_R	1.66771
CXCR2_R	0
CXorf21_R	0
CXorf30_R	0
CXorf36_R	0.499948
CXorf48_R	0
CXorf58_R	0
CXorf59_R	1.46934
CXorf69_R	0.732805
CYGB_R	0.586081
CYLC2_R	0
CYP1A2_R	0.725984
CYP26B1_R	0
CYP26C1_R	0
CYP27B1_R	0
CYP2B6_R	0
CYP2C8_R	0
CYP2D6_R	0
CYP2J2_R	0
CYP3A5_R	0
CYP3A7_R	0
CYP46A1_R	0.540317
CYP4A11_R	0
CYP4F11_R	0
CYP4F22_R	0
CYP8B1_R	0
CYS1_R	0
CYSLTR2_R	0
CYTL1_R	0
DACT2_R	0.80911
DAND5_R	0.787116
DAPL1_R	0
DAPP1_R	0.660812
DBC1_R	0
DBH_R	0
DBX1_R	0
DCDC1_R	0
DCDC2_R	0.972706
DCDC5_R	0
DCHS2_R	0
DCLK3_R	0
DDIT3_R	0
DDIT4L_R	0.715453
DDN_R	0.648237
DDR2_R	0
DDX25_R	0
DEF6_R	0
DEFB1_R	0
DENND1C_R	1.27358
DENND2C_R	0
DENND3_R	0
DEPDC7_R	0
DEPTOR_R	0
DES_R	1.54177
DGCR6_R	0
DGKG_R	0
DGKI_R	0
DGKK_R	1.17255
DHDH_R	0
DHRS2_R	0
DHRS9_R	0
DIO1_R	0
DIO3_R	0
DIRAS2_R	0.792735
DIRAS3_R	0
DIRC1_R	0
DISC1_R	0.725984
DKK1_R	0
DKK4_R	0
DKKL1_R	0
DLEU7_R	1.16516
DLG2_R	0.601331
DLGAP2_R	0
DLGAP3_R	1.26008
DLK1_R	0
DLK2_R	1.56313
DLX2_R	0
DLX3_R	0
DLX4_R	0
DLX5_R	0
DLX6_R	0
DMBX1_R	0
DMGDH_R	0
DMRT3_R	0
DMRTC1B_R	0.512824
DMRTC1_R	0.512824
DNAAF3_R	0
DNAH12_R	0.420801
DNAH1_R	0.436641
DNAH5_R	0.548621
DNAH6_R	0.548621
DNAH7_R	0.799245
DNAH9_R	0.512824
DNAI1_R	1.15821
DNAJA4_R	0
DNAJB13_R	0
DNAJB7_R	0.725984
DNAJC28_R	0.581454
DND1_R	0
DNM3_R	0.506544
DOC2A_R	1.69383
DOCK10_R	1.58192
DOCK8_R	0.94029
DOK3_R	0.424719
DPF1_R	0.89451
DPF3_R	0
DPH3P1_R	0
DPP6_R	1.15399
DPPA2_R	0
DPYS_R	0
DRD5_R	0
DRP2_R	0.732805
DSC1_R	0.698813
DSCAM_R	0.479963
DSG3_R	0.479963
DTX1_R	1.20998
DUSP10_R	0
DUSP15_R	0.512824
DUSP26_R	0
DUSP28_R	0
DUSP2_R	0
DUSP8_R	0.378281
DUXA_R	0
DYDC1_R	0.837191
DYNC1I1_R	0.80911
DYNLRB2_R	0
EBLN2_R	0
ECEL1_R	0
ECHDC2_R	0
ECM1_R	1.29522
ECM2_R	0
ECSCR_R	0
ECT2L_R	0
EDAR_R	0
EDN3_R	0
EEF1A2_R	0
EEPD1_R	0.966292
EFCAB4A_R	0
EFCAB5_R	1.17519
EFCAB6_R	1.08549
EFHB_R	0
EFNA1_R	0
EGFL6_R	0
EGFL8_R	0.544304
EGR2_R	0
EGR3_R	0.749076
EHBP1L1_R	0
EHD2_R	0.81957
EHF_R	0
EID3_R	1.13539
EIF4EBP3_R	0
ELF5_R	0
ELFN2_R	0.355925
ELL3_R	1.28926
ELMO3_R	0
ELN_R	1.40885
ELOVL7_R	0.458862
ELTD1_R	1.18396
EMCN_R	0.483127
EME2_R	0
EML5_R	0.992314
EML6_R	0.686191
EMR2_R	0
EMX1_R	0
EMX2_R	0
ENKUR_R	0.38026
ENO4_R	0
ENPP3_R	0.446728
ENPP6_R	0.604274
ENPP7_R	0
ENTPD1_R	0.686191
ENTPD2_R	0
EPAS1_R	0.69546
EPB49_R	0.764093
EPHA10_R	0
EPHA1_R	0
EPHA3_R	0.876699
EPHX3_R	0.436641
EPHX4_R	0
EPN3_R	0
EPOR_R	1.10789
EPO_R	1.14169
EPS8L1_R	0
ERAP2_R	0
ERBB3_R	0.725984
EREG_R	0.372112
ERG_R	0
ERMN_R	0
ERN1_R	0.533677
ERN2_R	0.395597
ERP27_R	0
ERVFRD-1_R	0
ERVV-1_R	0.744747
ESM1_R	0
ESR2_R	0
ESRP1_R	0
ESRP2_R	0
ETV2_R	0
EVX1_R	1.57364
EXD1_R	0.496256
EXOC3L4_R	0
EXPH5_R	0.972706
EXTL1_R	0.476371
EYA1_R	0
EYS_R	0
F10_R	0
F12_R	0
F13A1_R	0
F2RL2_R	0.848869
F2RL3_R	0.38325
F5_R	0.610321
F7_R	0.686191
F8A1_R	0
F8A2_R	0
F8A3_R	0
F8_R	0.792735
FA2H_R	0
FAAH2_R	0
FAAH_R	0.90523
FABP1_R	0
FABP2_R	0.463877
FABP3_R	0
FABP4_R	0
FABP6_R	0
FADS6_R	0
FAIM2_R	0.871769
FAIM3_R	0
FAM100A_R	0
FAM101A_R	0
FAM109B_R	0.799245
FAM110D_R	0
FAM113B_R	0.725984
FAM123C_R	0
FAM129A_R	0.591882
FAM131C_R	0.566831
FAM132A_R	0
FAM133A_R	0
FAM134B_R	1.06063
FAM135B_R	0.548621
FAM150B_R	0
FAM151A_R	0
FAM151B_R	0.92404
FAM153B_R	0.595795
FAM154B_R	0.407584
FAM156B_R	0
FAM157B_R	0
FAM159A_R	0
FAM159B_R	0
FAM160A1_R	0.5192
FAM162B_R	1.09477
FAM166A_R	0
FAM166B_R	0
FAM167B_R	0
FAM169B_R	0
FAM173A_R	0
FAM174B_R	0.848869
FAM176C_R	0
FAM178B_R	1.50238
FAM179A_R	0
FAM184B_R	0
FAM189A2_R	0
FAM190A_R	0
FAM198A_R	1.23666
FAM19A3_R	0
FAM209A_R	0
FAM209B_R	0
FAM20A_R	0
FAM211A_R	0
FAM211B_R	0.656756
FAM218A_R	0.792735
FAM22G_R	0
FAM26E_R	0.89451
FAM26F_R	1.68762
FAM3B_R	0
FAM43A_R	0
FAM43B_R	0.953454
FAM46C_R	0
FAM47E_R	0
FAM50B_R	0
FAM53A_R	0.617717
FAM65C_R	0
FAM69C_R	0
FAM70B_R	0
FAM71E1_R	0
FAM71F1_R	0
FAM71F2_R	0
FAM78A_R	1.37213
FAM78B_R	0
FAM83A_R	0
FAM83B_R	1.27834
FAM83E_R	0.533677
FAM83F_R	0
FAM86B2_R	0
FAM89A_R	0.458862
FAM90A1_R	0
FAM92B_R	0
FAM98C_R	1.39122
FAT2_R	0.349696
FBP1_R	0
FBXL16_R	0.479963
FBXL22_R	0
FBXO15_R	0
FBXO24_R	0
FBXO2_R	0
FBXO32_R	0
FBXO40_R	0
FBXO41_R	0.997212
FBXO6_R	0
FBXW12_R	1.05495
FCAR_R	0.413614
FCGBP_R	0
FCGR2B_R	0
FCHSD1_R	0.773365
FER1L5_R	0
FERMT1_R	0.563763
FES_R	0
FEZF1_R	0
FEZF2_R	0
FFAR2_R	0
FGA_R	0
FGB_R	0.407584
FGD2_R	0
FGD3_R	0
FGD5_R	1.20717
FGF10_R	0
FGF14_R	0.732805
FGF18_R	0.744747
FGF1_R	1.29141
FGF4_R	0
FGF5_R	0.606983
FGF7_R	1.67892
FGF8_R	0
FGL2_R	0
FHIT_R	0
FICD_R	0
FIGF_R	0
FILIP1L_R	0
FITM2_R	0
FLG2_R	0
FLI1_R	1.13539
FLJ25363_R	0
FLJ44635_R	0
FLRT1_R	0
FLRT2_R	1.14502
FLT3LG_R	0
FLT3_R	0.720291
FMNL1_R	0
FMO1_R	0
FMO2_R	0
FMO4_R	1.20717
FMO5_R	0
FOLR1_R	0
FOSB_R	0.375668
FOXA2_R	0
FOXC1_R	0.622103
FOXC2_R	0
FOXD3_R	0
FOXD4_R	0
FOXE1_R	0
FOXE3_R	0.463877
FOXG1_R	0
FOXH1_R	1.06455
FOXI2_R	0
FOXL1_R	0
FOXN4_R	1.03391
FOXP2_R	0.581454
FOXP3_R	0
FOXQ1_R	0
FOXR2_R	0
FOXS1_R	0
FPGT-TNNI3K_R	0
FRAT1_R	1.21747
FRK_R	0
FRMD7_R	0
FRMPD2_R	0.909706
FRMPD4_R	0
FRY_R	0.739468
FSBP_R	0
FSCN2_R	0
FSIP2_R	0.496256
FSTL4_R	0.936806
FUT3_R	0
FUT4_R	0.656756
FUT5_R	0
FUT6_R	0.420801
FXYD1_R	1.1231
FXYD2_R	0
FXYD3_R	0
FXYD6-FXYD2_R	0
FXYD7_R	0
G0S2_R	0.787116
G6PC_R	0.639047
GABBR2_R	0.463877
GABRA4_R	0
GABRA5_R	0
GABRB1_R	0
GABRG3_R	0
GABRP_R	0
GAD2_R	0
GADL1_R	0
GALNT3_R	0.581454
GALNT4_R	0.378281
GALNT5_R	0
GALNT6_R	0.402126
GALNT8_R	0
GALNT9_R	0
GALNTL2_R	0.720291
GALNTL6_R	0.827647
GALP_R	0
GALR2_R	0
GAL_R	0
GAPT_R	0
GAS2L1_R	0.548621
GAS2_R	0
GAS8_R	0
GATA2_R	0
GATA3_R	0
GATA4_R	0
GATA5_R	0
GATA6_R	0.787116
GATSL3_R	0.577599
GBP6_R	0
GBX1_R	0
GCK_R	0.984998
GCM1_R	0
GCNT1_R	1.01745
GCOM1_R	0
GC_R	0
GDAP1L1_R	0.852372
GDA_R	0.665729
GDF1_R	0
GDF6_R	0.919196
GDF9_R	0
GDNF_R	1.27358
GDPD3_R	0
GFOD1_R	0.6712
GFRA2_R	1.41221
GFRA3_R	0
GFRAL_R	0
GGN_R	0
GGT1_R	0
GGT5_R	0
GGT6_R	0.407584
GGTLC2_R	0
GH1_R	0
GHRH_R	0
GIMAP1_R	0
GJA10_R	0
GJA3_R	0
GJA4_R	0
GJA5_R	1.01445
GJB1_R	0
GJB6_R	0
GJB7_R	0.80911
GJD2_R	0
GJD4_R	0
GLB1L3_R	0
GLDN_R	1.11596
GLI1_R	0
GLI4_R	0.782974
GLIPR1_R	0.540317
GLIS1_R	0
GLP1R_R	0
GLRA1_R	1.27663
GLRA2_R	1.04577
GLS2_R	0
GLT8D2_R	1.28672
GLTPD2_R	0
GLYATL2_R	0
GLYAT_R	0
GLYCTK_R	1.24006
GMPR_R	0
GNAO1_R	1.04044
GNAT1_R	0
GNG3_R	0
GNG8_R	0
GNGT1_R	0
GNRH1_R	0
GOLGA6A_R	0
GOLGA6B_R	0
GOLGA6C_R	0
GOLGA6L1_R	0.446728
GOLGA6L6_R	0
