Gene	Expression
ADAM33_E	-0.106422
ADAM8_E	-0.211489
ADAM9_E	-0.050411
ADAMTS1_E	0.196632
ADAMTS10_E	-0.359904
ADAMTS12_E	0.143435
ADAMTS13_E	-0.047126
ADAMTS14_E	-0.226086
ADAMTS15_E	-0.193791
ADAMTS16_E	-0.005720
ADAMTS17_E	0.390732
ADAMTS18_E	0.341089
ADAMTS19_E	0.355928
ADAMTS2_E	-0.408028
ADAMTS20_E	-0.503912
ADAMTS3_E	0.122376
ADAMTS4_E	0.127349
ADAMTS5_E	-0.496734
ADAMTS6_E	-0.506950
ADAMTS7_E	-0.465278
ADAMTS8_E	-0.147056
ADAMTS9_E	0.266851
ADAMTSL1_E	-0.478700
ADAMTSL2_E	-0.304894
ADAMTSL4_E	0.318017
ADAP1_E	-0.205606
ADAP2_E	-0.111522
ADAR_E	0.077909
ADARB1_E	-0.056655
ADARB2_E	-0.191063
ADAT1_E	-0.022758
ADAT2_E	-0.169529
ADAT3_E	0.572761
ADC_E	-0.378729
ADCK1_E	0.466298
ADCK2_E	0.068928
ADCK3_E	-0.272807
ADCK4_E	-0.114818
ADCK5_E	0.401271
ADCY1_E	-0.013157
ADCY10_E	0.042469
ADCY2_E	-0.894322
ADCY3_E	-0.300397
ADCY5_E	0.022117
ADCY6_E	0.153267
ADCY7_E	-0.534206
ADCY8_E	0.570750
ADCY9_E	-0.090300
ADCYAP1_E	-0.187281
ADCYAP1R1_E	-0.507956
ADD1_E	0.058313
ADD2_E	-0.752969
ADD3_E	-0.099264
ADH4_E	-0.165107
ADH5_E	0.194018
ADH6_E	-0.037335
ADHFE1_E	0.134452
ADI1_E	0.805558
ADIPOQ_E	-0.064895
ADIPOR1_E	0.091153
ADIPOR2_E	0.129650
ADK_E	0.096763
ADM_E	-0.510143
ADM2_E	0.019944
ADNP_E	-0.075560
ADNP2_E	-0.190974
ADO_E	0.200229
ADORA1_E	0.066168
ADORA2A_E	-0.188064
ADORA2B_E	0.488862
ADPGK_E	-0.010696
ADPRH_E	0.498646
ADPRHL1_E	0.932562
ADPRHL2_E	0.080996
ADRA1A_E	-0.492557
ADRA1B_E	-0.464322
ADRA2A_E	1.057216
ADRA2B_E	0.330346
ADRA2C_E	0.076967
ADRB2_E	-0.097100
ADRBK1_E	-0.192269
ADRBK2_E	-0.028320
ADRM1_E	0.272031
ADSL_E	0.380720
ADSS_E	0.023882
ADSSL1_E	0.753320
AEBP1_E	-0.921904
AEBP2_E	-0.171278
AEN_E	-0.045483
AES_E	-0.404475
AFAP1_E	-0.363282
AFAP1L1_E	-0.238097
AFAP1L2_E	-0.404620
AFF1_E	0.016161
AFF2_E	0.121910
AFF3_E	0.272589
AFF4_E	-0.129449
AFG3L2_E	0.044401
AFMID_E	0.009421
AFP_E	1.457623
AFTPH_E	-0.007961
AGA_E	0.118917
AGAP1_E	-0.070693
AGAP11_E	0.434695
AGAP2_E	-0.119842
AGAP3_E	-0.171858
AGAP4_E	-0.202344
AGAP5_E	-0.773664
AGAP6_E	0.429583
AGAP7_E	0.970929
AGAP8_E	0.343484
AGAP9_E	-0.153436
AGBL2_E	-0.266447
AGBL3_E	0.200738
AGBL5_E	-0.155083
AGER_E	-0.354561
AGFG1_E	-0.126510
AGFG2_E	-0.345907
AGGF1_E	0.271990
AGK_E	0.019055
AGL_E	-0.054441
AGMAT_E	1.494128
AGMO_E	-0.119063
AGPAT1_E	0.121999
AGPAT2_E	0.233149
AGPAT3_E	0.242861
AGPAT4_E	-0.111078
AGPAT5_E	0.003187
AGPAT6_E	0.124284
AGPAT9_E	1.150278
AGPHD1_E	0.387660
AGPS_E	0.055395
AGRN_E	0.169526
AGT_E	0.786918
AGTPBP1_E	-0.071556
AGTRAP_E	0.362873
AGXT_E	1.660662
AGXT2L1_E	0.786121
AGXT2L2_E	0.056379
AHCTF1_E	-0.249894
AHCY_E	0.150787
AHCYL1_E	-0.010267
AHCYL2_E	0.014291
AHDC1_E	0.007235
AHI1_E	-0.129075
AHNAK_E	-0.127459
AHNAK2_E	0.085165
AHR_E	0.272284
AHRR_E	-0.148777
AHSA1_E	0.602455
AHSA2_E	0.099421
AICDA_E	-0.171938
AIDA_E	-0.157235
AIF1_E	-0.000108
AIF1L_E	0.308850
AIFM1_E	0.354699
AIFM2_E	-0.035169
AIFM3_E	0.542066
AIG1_E	0.329986
AIM1_E	0.627391
AIM1L_E	0.334435
AIM2_E	-0.823217
AIMP1_E	-0.330116
AIMP2_E	-0.053280
AIP_E	-0.129911
AIPL1_E	-0.500192
AIRE_E	-0.298939
AJAP1_E	-0.568529
AJUBA_E	-0.258526
AK1_E	-0.205102
AK2_E	0.113801
AK3_E	-0.051449
AK4_E	-0.254256
AK5_E	-0.886360
AK7_E	-0.964512
AK8_E	-0.178951
AKAP1_E	-0.050695
AKAP10_E	-0.008285
AKAP11_E	-0.139361
AKAP12_E	-0.442534
AKAP13_E	0.084633
AKAP17A_E	0.026637
AKAP2_E	0.391387
AKAP5_E	0.187327
AKAP6_E	0.279945
AKAP7_E	0.197346
AKAP8_E	0.152751
AKAP8L_E	-0.323992
AKAP9_E	-0.155327
AKD1_E	-0.123781
AKIP1_E	-0.286493
AKIRIN1_E	0.134179
AKIRIN2_E	-0.086424
AKNA_E	-0.562535
AKR1A1_E	-0.052168
AKR1B1_E	0.156920
AKR1B10_E	0.671596
AKR1B15_E	0.917238
AKR1C1_E	-0.532291
AKR1C2_E	0.865028
AKR1C3_E	-0.087756
AKR1D1_E	0.339921
AKR1E2_E	-0.335180
AKR7A2_E	0.077618
AKR7A3_E	0.074494
AKT1_E	-0.029110
AKT1S1_E	0.139913
AKT2_E	0.016294
AKT3_E	-0.552989
AKTIP_E	0.213008
ALAD_E	0.030884
ALAS1_E	0.115349
ALCAM_E	-0.302227
ALDH16A1_E	0.118815
ALDH18A1_E	0.283531
ALDH1A1_E	0.320765
ALDH1A2_E	-0.005778
ALDH1A3_E	-0.626462
ALDH1B1_E	0.136796
ALDH1L1_E	1.998137
ALDH1L2_E	-0.033269
ALDH2_E	0.520897
ALDH3A2_E	0.040849
ALDH3B1_E	-0.817728
ALDH4A1_E	0.630248
ALDH5A1_E	0.390503
ALDH6A1_E	0.326525
ALDH7A1_E	0.034914
ALDH8A1_E	0.488143
ALDH9A1_E	0.234895
ALDOA_E	-0.372728
ALDOC_E	0.081927
ALG1_E	0.024553
ALG10_E	-0.111113
ALG10B_E	-0.038742
ALG11_E	0.299675
ALG12_E	0.142989
ALG13_E	-0.279541
ALG14_E	0.604466
ALG1L_E	-0.318559
ALG1L2_E	-0.875497
ALG2_E	0.321322
ALG3_E	0.470655
ALG5_E	-0.003777
ALG6_E	-0.058095
ALG8_E	0.015023
ALG9_E	-0.053589
ALK_E	-0.142494
ALKBH1_E	0.015484
ALKBH2_E	0.164775
ALKBH3_E	-0.234665
ALKBH4_E	0.294496
ALKBH5_E	-0.133574
ALKBH6_E	0.749353
ALKBH7_E	0.209301
ALKBH8_E	0.058922
ALMS1_E	0.040802
ALOX12_E	-0.078671
ALOX12B_E	-0.066837
ALOX15_E	-0.223786
ALOX5_E	0.366753
ALOX5AP_E	-0.090230
ALPK1_E	-0.673699
ALPK2_E	-0.032989
ALPK3_E	-0.112152
ALPL_E	0.313456
ALS2_E	0.039582
ALS2CL_E	-0.424328
ALS2CR8_E	-0.370135
ALX1_E	-0.900961
ALX3_E	0.413908
ALX4_E	-0.156936
ALYREF_E	0.176626
AMACR_E	0.510740
AMBP_E	1.676688
AMBRA1_E	0.093660
AMD1_E	0.164512
AMDHD1_E	1.149488
AMDHD2_E	0.549646
AMFR_E	0.151470
AMH_E	0.479559
AMIGO1_E	0.062641
AMIGO2_E	-0.331696
AMIGO3_E	-0.133680
AMMECR1_E	-0.164887
AMMECR1L_E	0.152513
AMN_E	1.594634
AMN1_E	-0.940939
AMOT_E	0.017798
AMOTL1_E	-0.412478
AMOTL2_E	-0.217468
AMPD2_E	-0.227334
AMPD3_E	0.347541
AMPH_E	-0.665571
AMT_E	0.055338
AMY2B_E	-0.145147
AMZ2_E	-0.068262
ANAPC1_E	-0.063026
ANAPC10_E	-0.031176
ANAPC11_E	0.175426
ANAPC13_E	-0.095205
ANAPC16_E	0.053847
ANAPC2_E	0.319158
ANAPC4_E	0.163710
ANAPC5_E	0.168090
ANAPC7_E	0.141824
ANG_E	-0.107551
ANGEL1_E	0.307351
ANGEL2_E	0.112068
ANGPT1_E	0.591136
ANGPT2_E	0.190176
ANGPT4_E	-0.230722
ANGPTL2_E	-0.012664
ANGPTL4_E	-0.116617
ANK1_E	-0.108099
ANK2_E	0.085393
ANK3_E	0.171035
ANKAR_E	-0.369849
ANKDD1A_E	-0.155176
ANKFN1_E	-0.041152
ANKFY1_E	0.103671
ANKH_E	-0.639308
ANKHD1_E	0.009661
ANKHD1-EIF4EBP3_E	1.133840
ANKIB1_E	0.134154
ANKLE1_E	0.208451
ANKLE2_E	-0.230174
ANKMY1_E	-0.324963
ANKMY2_E	0.070651
ANKRA2_E	0.023991
ANKRD1_E	0.765212
ANKRD10_E	0.238990
ANKRD11_E	-0.057530
ANKRD12_E	-0.317653
ANKRD13A_E	-0.126834
ANKRD13B_E	-0.430615
ANKRD13C_E	0.021258
ANKRD13D_E	0.155119
ANKRD16_E	0.314611
ANKRD17_E	0.024250
ANKRD18A_E	-0.876746
ANKRD18B_E	-0.088518
ANKRD2_E	0.880015
ANKRD20A1_E	-0.235807
ANKRD20A2_E	-0.261392
ANKRD20A3_E	-0.086586
ANKRD20A4_E	-0.055380
ANKRD22_E	-0.031695
ANKRD23_E	0.444944
ANKRD24_E	-0.020502
ANKRD26_E	-0.160929
ANKRD27_E	0.098695
ANKRD28_E	0.028034
ANKRD29_E	-0.239498
ANKRD31_E	-0.148184
ANKRD32_E	0.096087
ANKRD33B_E	-0.053241
ANKRD34B_E	0.042636
ANKRD35_E	-0.458339
ANKRD36_E	-0.731451
ANKRD36B_E	0.139197
ANKRD37_E	0.795017
ANKRD39_E	0.315730
ANKRD40_E	0.010884
ANKRD42_E	0.162151
ANKRD44_E	0.294871
ANKRD45_E	-0.785753
ANKRD46_E	-0.029881
ANKRD49_E	-0.002142
ANKRD5_E	-0.083643
ANKRD50_E	-0.319983
ANKRD52_E	0.060352
ANKRD53_E	0.480646
ANKRD54_E	-0.074540
ANKRD6_E	-0.369796
ANKRD65_E	0.019594
ANKRD9_E	-0.745738
ANKS1A_E	0.218706
ANKS1B_E	-0.396913
ANKS3_E	0.036026
ANKS4B_E	-0.666320
ANKS6_E	-0.049752
ANKZF1_E	0.126775
ANLN_E	-0.371076
ANO1_E	1.192651
ANO10_E	-0.099114
ANO2_E	0.502532
ANO5_E	-0.070087
ANO6_E	-0.066286
ANO7_E	0.043543
ANO8_E	-0.278033
ANO9_E	0.127844
ANP32A_E	-0.256807
ANP32B_E	-0.404064
ANP32D_E	-0.098582
ANP32E_E	-0.453298
ANPEP_E	0.597338
ANTXR1_E	0.330144
ANTXR2_E	0.258922
ANXA1_E	0.299523
ANXA11_E	-0.032600
ANXA2_E	0.236086
ANXA3_E	0.794998
ANXA4_E	0.881019
ANXA5_E	0.066242
ANXA6_E	0.584774
ANXA7_E	0.162939
ANXA8L1_E	1.191352
ANXA9_E	1.163154
AOAH_E	-0.039358
AOC2_E	-0.267003
AOC3_E	1.013037
AOX1_E	0.258981
AP1AR_E	0.017713
AP1B1_E	0.299501
AP1G1_E	-0.031016
AP1G2_E	0.102736
AP1M1_E	0.088047
AP1M2_E	1.275548
AP1S1_E	-0.102237
AP1S2_E	0.031195
AP1S3_E	0.040017
AP2A1_E	-0.018174
AP2A2_E	0.072549
AP2B1_E	-0.103580
AP2M1_E	0.144942
AP2S1_E	0.087673
AP3B1_E	0.022787
AP3B2_E	0.547350
AP3D1_E	0.227736
AP3M1_E	-0.041640
AP3M2_E	-0.101578
AP3S1_E	-0.164269
AP3S2_E	0.006797
AP4B1_E	0.221005
AP4E1_E	0.008440
AP4M1_E	0.112692
AP4S1_E	0.124332
AP5B1_E	-0.209206
AP5M1_E	0.206283
AP5S1_E	0.215579
AP5Z1_E	0.220436
APAF1_E	0.099288
APBA1_E	0.737244
APBA2_E	-0.310187
APBA3_E	0.120676
APBB1_E	-0.032131
APBB2_E	-0.115958
APBB3_E	0.004535
APC_E	0.083529
APC2_E	0.156217
APCDD1_E	-0.581068
APEH_E	0.015948
APEX1_E	0.127758
APEX2_E	0.163781
APH1A_E	0.107755
APH1B_E	-0.216756
API5_E	0.076183
APIP_E	-0.152682
APITD1_E	-0.455214
APITD1-CORT_E	0.101526
APLF_E	0.344376
APLN_E	0.332110
APLNR_E	-0.190179
APLP1_E	-0.742611
APLP2_E	-0.122035
APOA1_E	2.445441
APOA1BP_E	0.579495
APOA2_E	0.659861
APOB_E	1.088318
APOBEC3A_E	-0.344347
APOBEC3B_E	0.499764
APOBEC3C_E	-0.926465
APOBEC3D_E	0.141331
APOBEC3F_E	0.371366
APOBEC3G_E	0.576521
APOBEC3H_E	-0.005789
APOBR_E	-0.012503
APOC1_E	0.549859
APOC3_E	1.773449
APOC4_E	-0.336136
APOE_E	1.343506
APOF_E	-0.183385
APOL1_E	-0.069739
APOL2_E	-0.964520
APOL4_E	-1.103925
APOL6_E	-0.280045
APOLD1_E	-0.107279
APOM_E	1.813065
APOO_E	-0.050873
APOOL_E	-0.116692
APOPT1_E	0.004448
APP_E	-0.262496
APPBP2_E	-0.100133
APPL1_E	-0.301507
APPL2_E	0.466106
APRT_E	0.488614
APTX_E	0.197550
AQP1_E	-0.212144
AQP11_E	0.700896
AQP3_E	1.247435
AQP4_E	-0.095662
AQP5_E	-0.173816
AQP6_E	-0.493455
AQP7_E	0.024577
AQR_E	0.053553
AR_E	-0.403629
ARAF_E	0.051998
ARAP1_E	-0.016280
ARAP2_E	0.495813
ARAP3_E	-0.942015
ARC_E	-0.136529
ARCN1_E	-0.056124
ARF1_E	-0.105341
ARF3_E	0.046995
ARF4_E	0.097026
ARF5_E	-0.000018
ARF6_E	0.265274
ARFGAP1_E	-0.002146
ARFGAP2_E	0.232306
ARFGAP3_E	-0.162699
ARFGEF1_E	0.023174
ARFGEF2_E	0.269637
ARFIP1_E	-0.053083
ARFIP2_E	0.185849
ARFRP1_E	-0.154521
ARG2_E	-0.144066
ARGFX_E	-0.235341
ARGLU1_E	-0.138839
ARHGAP1_E	-0.012627
ARHGAP10_E	1.317197
ARHGAP11A_E	-0.367438
ARHGAP11B_E	-0.970317
ARHGAP12_E	0.031699
ARHGAP15_E	-0.000108
ARHGAP17_E	-0.019187
ARHGAP18_E	1.162611
ARHGAP19_E	-0.643731
ARHGAP20_E	-0.043572
ARHGAP21_E	-0.156580
ARHGAP22_E	1.008454
ARHGAP23_E	-0.040236
ARHGAP24_E	0.526187
ARHGAP25_E	-0.326163
ARHGAP26_E	0.170775
ARHGAP27_E	0.449755
ARHGAP28_E	0.315021
ARHGAP29_E	0.757381
ARHGAP31_E	-0.292865
ARHGAP32_E	-0.234298
ARHGAP33_E	-0.422579
ARHGAP35_E	0.076840
ARHGAP39_E	0.078776
ARHGAP4_E	0.014977
ARHGAP42_E	0.529563
ARHGAP44_E	-0.114004
ARHGAP5_E	-0.229132
ARHGAP6_E	0.116397
ARHGAP8_E	0.609442
ARHGDIA_E	-0.051866
ARHGDIB_E	-0.024935
ARHGDIG_E	-0.132344
ARHGEF1_E	0.204169
ARHGEF10_E	0.130181
ARHGEF10L_E	0.191951
ARHGEF11_E	0.088690
ARHGEF12_E	0.093678
ARHGEF15_E	1.187034
ARHGEF16_E	-0.217303
ARHGEF17_E	0.138846
ARHGEF18_E	0.036420
ARHGEF19_E	0.175696
ARHGEF2_E	-0.182113
ARHGEF25_E	-0.401368
ARHGEF26_E	-0.105637
ARHGEF3_E	-0.422197
ARHGEF33_E	0.133612
ARHGEF35_E	0.983608
ARHGEF37_E	-0.167130
ARHGEF38_E	-0.130138
ARHGEF4_E	-0.448620
ARHGEF40_E	0.098795
ARHGEF5_E	0.351634
ARHGEF6_E	-0.547403
ARHGEF7_E	0.126047
ARHGEF9_E	-0.202443
ARID1A_E	-0.017514
ARID1B_E	-0.050483
ARID2_E	-0.261697
ARID3A_E	-0.021062
ARID3B_E	0.126031
ARID3C_E	0.114234
ARID4A_E	-0.248537
ARID4B_E	-0.340870
ARID5A_E	-0.318706
ARID5B_E	1.059834
ARIH1_E	-0.124150
ARIH2_E	0.139302
ARL1_E	0.153209
ARL10_E	0.352162
ARL11_E	0.002182
ARL13B_E	-0.110619
ARL15_E	0.239119
ARL16_E	0.400804
ARL17A_E	-0.179191
ARL17B_E	0.783827
ARL2_E	0.016936
ARL2BP_E	0.164245
ARL3_E	0.091551
ARL4A_E	-0.226469
ARL4C_E	-0.233392
ARL4D_E	0.172275
ARL5A_E	-0.180439
ARL5B_E	-0.465634
ARL6_E	0.078586
ARL6IP1_E	-0.171989
ARL6IP4_E	0.354132
ARL6IP5_E	-0.167922
ARL6IP6_E	-0.084351
ARL8A_E	0.367771
ARL8B_E	-0.105120
ARMC1_E	-0.238194
ARMC10_E	-0.291882
ARMC12_E	-0.250347
ARMC2_E	0.267154
ARMC3_E	-0.425841
ARMC4_E	-0.061769
ARMC5_E	-0.030100
ARMC6_E	0.034851
ARMC7_E	0.106946
ARMC8_E	0.018777
ARMC9_E	-0.007966
ARMCX1_E	0.274809
ARMCX2_E	0.212031
ARMCX3_E	0.031179
ARMCX4_E	0.001170
ARMCX5_E	-0.182521
ARMCX5-GPRASP2_E	-0.673495
ARMCX6_E	0.199760
ARNT_E	-0.288190
ARNT2_E	-0.085054
ARNTL_E	0.042541
ARNTL2_E	0.155641
ARPC1A_E	-0.111648
ARPC1B_E	0.431545
ARPC2_E	0.019310
ARPC3_E	0.075750
ARPC4_E	0.344110
ARPC4-TTLL3_E	-0.492708
ARPC5_E	-0.085394
ARPC5L_E	0.410579
ARPM1_E	1.249188
ARPP19_E	-0.126007
ARRB1_E	0.113122
ARRB2_E	-0.387206
ARRDC1_E	0.120165
ARRDC2_E	-0.142537
ARRDC3_E	-0.062090
ARRDC4_E	-0.571846
ARSA_E	-0.111960
ARSB_E	0.143020
ARSD_E	0.160418
ARSE_E	0.455816
ARSF_E	0.188696
ARSG_E	0.757849
ARSI_E	0.492145
ARSJ_E	0.099763
ARSK_E	0.152071
ART5_E	-0.810693
ARTN_E	-0.103133
ARV1_E	-0.047691
ARVCF_E	0.290173
AS3MT_E	-0.093130
ASAH1_E	-0.003892
ASAH2_E	-0.298650
ASAH2B_E	0.653527
ASAP1_E	0.135107
ASAP2_E	-0.731758
ASAP3_E	0.032605
ASB1_E	-0.097928
ASB11_E	-0.451946
ASB12_E	0.908873
ASB13_E	-0.231174
ASB16_E	-0.213315
ASB2_E	-0.478414
ASB3_E	0.092252
ASB4_E	0.333589
ASB6_E	0.084614
ASB7_E	0.267311
ASB8_E	-0.336913
ASB9_E	0.841854
ASCC1_E	-0.177792
ASCC2_E	0.067535
ASCC3_E	0.004161
ASCL1_E	-1.167708
ASF1A_E	-0.064849
ASF1B_E	-0.070566
ASGR1_E	0.518078
ASH1L_E	-0.066946
ASH2L_E	-0.073128
ASIC1_E	-0.976435
ASIC2_E	-0.069628
ASIC3_E	-0.198154
ASIC4_E	-0.383072
ASL_E	0.444981
ASMT_E	-0.040013
ASMTL_E	0.207305
ASNA1_E	0.559363
ASNS_E	0.140797
ASNSD1_E	-0.077013
ASPA_E	0.771909
ASPG_E	0.640155
ASPH_E	0.017530
ASPHD1_E	-0.058846
ASPHD2_E	-0.256614
ASPM_E	-0.427976
ASPRV1_E	0.774621
ASPSCR1_E	0.376808
ASRGL1_E	0.984632
ASS1_E	1.773885
ASTE1_E	-0.238614
ASTN1_E	-0.589066
ASTN2_E	-0.490607
ASUN_E	0.052881
ASXL1_E	-0.107214
ASXL2_E	-0.053913
ASXL3_E	-0.803819
ATAD1_E	0.027116
ATAD2_E	-0.391237
ATAD2B_E	-0.001772
ATAD3A_E	0.608379
ATAD3B_E	0.240182
ATAD3C_E	0.182510
ATAD5_E	-0.441392
ATAT1_E	0.262422
ATCAY_E	-0.397712
ATE1_E	0.117280
ATF1_E	-0.113160
ATF2_E	-0.316903
ATF3_E	-0.503131
ATF4_E	0.067508
ATF5_E	0.861766
ATF6_E	-0.196331
ATF6B_E	-0.219535
ATF7_E	0.087130
ATF7IP_E	-0.176744
ATF7IP2_E	0.151111
ATG10_E	-0.042059
ATG12_E	-0.298054
ATG13_E	0.111541
ATG14_E	-0.026775
ATG16L1_E	0.306775
ATG16L2_E	-0.146206
ATG2A_E	-0.036284
ATG2B_E	0.082712
ATG3_E	0.428416
ATG4A_E	0.291554
ATG4B_E	0.156352
ATG4C_E	-0.117000
ATG4D_E	-0.022255
ATG5_E	0.108062
ATG7_E	0.246064
ATG9A_E	0.130078
ATG9B_E	0.013348
ATHL1_E	-0.403090
ATIC_E	0.231393
ATL1_E	-0.222743
ATL2_E	0.225507
ATL3_E	0.038788
ATM_E	-0.131569
ATMIN_E	0.165351
ATN1_E	-0.339055
ATOH8_E	-0.306256
ATOX1_E	0.551699
ATP10D_E	0.725561
ATP11A_E	-0.125492
ATP11B_E	-0.090036
ATP11C_E	-0.129909
ATP12A_E	-0.094895
ATP13A1_E	0.347784
ATP13A2_E	0.187089
ATP13A3_E	-0.234458
ATP13A4_E	0.183752
ATP1A1_E	0.049194
ATP1A2_E	-0.148983
ATP1A3_E	-0.921575
ATP1B1_E	0.375132
ATP1B2_E	-1.049651
ATP1B3_E	0.185205
ATP1B4_E	0.636960
ATP2A1_E	-0.058800
ATP2A2_E	0.254865
ATP2A3_E	-0.228461
ATP2B1_E	-0.278230
ATP2B4_E	-0.593771
ATP2C1_E	0.050938
ATP2C2_E	1.404174
ATP5A1_E	-0.007901
ATP5B_E	0.145900
ATP5C1_E	0.171750
ATP5D_E	0.422074
ATP5E_E	0.084480
ATP5F1_E	0.171278
ATP5G1_E	-0.004749
ATP5G2_E	-0.113804
ATP5G3_E	0.048946
ATP5H_E	0.292519
ATP5I_E	0.414676
ATP5J_E	0.351607
ATP5J2_E	0.387982
ATP5J2-PTCD1_E	0.431084
ATP5L_E	0.062019
ATP5L2_E	-0.048149
ATP5O_E	0.091856
ATP5S_E	0.235103
ATP5SL_E	0.186458
ATP6AP1_E	-0.074378
ATP6AP1L_E	-0.807591
ATP6AP2_E	0.114291
ATP6V0A1_E	0.345949
ATP6V0A2_E	0.077332
ATP6V0A4_E	-0.075630
ATP6V0B_E	0.390733
ATP6V0C_E	0.280410
ATP6V0D1_E	0.810083
