Gene	Expression
C8orf85_O	0.990344
C8orf86_O	0
C9orf103_O	0
C9orf128_O	0
C9orf135_O	0
C9orf139_O	0
C9orf163_O	0
C9orf167_O	0.635107
C9orf169_O	0
C9orf170_O	0
C9orf43_O	0
C9orf47_O	0.419325
C9orf66_O	0.388228
C9orf71_O	0
C9orf89_O	0
C9orf91_O	1.04577
C9orf96_O	0
CA12_O	0.432815
CA3_O	1.14654
CA9_O	0
CABLES1_O	0.80317
CABP1_O	0
CABP7_O	0
CACNA1B_O	0.593954
CACNA1C_O	0.581199
CACNA1D_O	0
CACNA1F_O	0.549015
CACNA1G_O	0.843182
CACNA1S_O	0.960806
CACNA2D3_O	0
CACNB2_O	0
CACNB4_O	0
CACNG8_O	0.892925
CADM2_O	1.53256
CALB2_O	0.912128
CALCB_O	0
CALCRL_O	0.920879
CALCR_O	0
CALHM2_O	0
CALN1_O	0
CAMK2A_O	0.660988
CAMK2B_O	0
CAMK2N2_O	0
CAPG_O	0
CAPN11_O	0
CAPN12_O	0
CAPN13_O	0
CAPN3_O	0
CAPN6_O	0
CAPN9_O	0
CAPSL_O	0
CAPS_O	0
CARD11_O	0
CARD6_O	0.848164
CARD9_O	0
CASC1_O	1.76823
CASP10_O	0.655046
CASP14_O	0
CASP8_O	0
CASR_O	0
CASS4_O	0.568506
CASZ1_O	0
CATSPER3_O	0
CBFA2T3_O	1.1523
CBLC_O	0
CBLN1_O	0
CBLN3_O	0
CBWD5_O	0
CCBE1_O	1.07236
CCBP2_O	0.425572
CCDC108_O	0
CCDC110_O	0
CCDC114_O	1.19981
CCDC11_O	1.47571
CCDC135_O	0
CCDC13_O	0
CCDC140_O	0
CCDC141_O	0
CCDC144A_O	0.409871
CCDC144NL_O	0
CCDC146_O	0
CCDC151_O	1.68108
CCDC153_O	0
CCDC157_O	0.467016
CCDC159_O	0
CCDC170_O	1.04577
CCDC17_O	0
CCDC24_O	0.885363
CCDC33_O	0
CCDC37_O	0
CCDC39_O	0
CCDC3_O	0
CCDC42B_O	1.20398
CCDC62_O	0
CCDC64B_O	0
CCDC64_O	0.960806
CCDC67_O	0
CCDC68_O	0
CCDC78_O	0
CCDC7_O	1.23481
CCDC88B_O	0.928404
CCDC96_O	0
CCK_O	0
CCL16_O	0.909037
CCL26_O	0
CCL28_O	0
CCL2_O	0
CCL3L3_O	0
CCL4_O	0
CCNA1_O	0
CCNB3_O	0
CCR6_O	0.396944
CCT6B_O	0.57372
CD101_O	0
CD109_O	0.960806
CD163L1_O	0
CD1D_O	0.622103
CD200R1_O	0
CD207_O	0
CD209_O	0.483548
CD22_O	1.16889
CD244_O	0
CD247_O	0
CD274_O	0
CD28_O	0
CD300A_O	0
CD300LG_O	0.95225
CD302_O	0
CD36_O	0
CD3G_O	0
CD40_O	1.23147
CD44_O	0.968366
CD52_O	0
CD68_O	0
CD70_O	0
CD72_O	1.7703
CD79A_O	0
CD79B_O	0
CD84_O	1.1042
CD97_O	0
CDA_O	0
CDC42BPG_O	0
CDC42EP5_O	0
CDCP1_O	0.650904
CDH17_O	0
CDH18_O	1.28679
CDH1_O	0.667829
CDH26_O	0.593954
CDH3_O	0.799245
CDH5_O	0.523921
CDH7_O	0.747517
CDHR1_O	0.885363
CDHR2_O	0
CDHR3_O	0.622103
CDK5R2_O	0
CDKL1_O	0
CDKN2B_O	0
CDNF_O	1.29485
CDR1_O	0
CDX1_O	0
CDX2_O	0
CEACAM19_O	0
CEACAM1_O	0.942756
CEACAM5_O	1.01704
CEACAM8_O	0
CEBPB_O	0
CELF3_O	1.16889
CELF4_O	0.436053
CELF6_O	0
CEL_O	0.942756
CERKL_O	0.60566
CERS3_O	0
CES4A_O	0
CFB_O	0
CFD_O	0.387148
CFTR_O	0.406828
CGA_O	0
CHAC1_O	0
CHADL_O	0
CHCHD10_O	0
CHGA_O	0
CHGB_O	0
CHL1_O	1.02673
CHMP4C_O	0
CHN2_O	1.07546
CHRD_O	0.57372
CHRFAM7A_O	0.737816
CHRNA4_O	0.627092
CHRNA7_O	0
CHRNA9_O	0
CHRNB2_O	0
CHRNB4_O	0
CHST13_O	0
CHST1_O	0
CHST2_O	0
CHST5_O	0.584372
CHST7_O	0.684015
CHSY3_O	0
CIDEB_O	0
CIDEC_O	0
CIITA_O	0
CILP2_O	1.00182
CISD3_O	0.999043
CISH_O	0.68637
CITED1_O	0
CKMT1A_O	0.439288
CKMT1B_O	0.439288
CKMT2_O	0
CLCF1_O	0
CLCNKB_O	0
CLDN10_O	0.794331
CLDN16_O	1.19981
CLDN23_O	0
CLDN4_O	0.55395
CLDN5_O	1.12756
CLDN7_O	0
CLDND2_O	0
CLEC11A_O	0.871674
CLEC12A_O	0
CLEC17A_O	0.471988
CLEC2L_O	0
CLEC4A_O	0
CLEC4C_O	0
CLEC4D_O	0
CLEC4F_O	0
CLEC6A_O	0
CLEC7A_O	0.483548
CLIC2_O	0
CLIC5_O	0
CLIC6_O	1.09549
CLMN_O	1.61216
CLTCL1_O	1.37172
CLUL1_O	1.10744
CLVS2_O	0
CMPK2_O	0.608839
CMTM1_O	0.690074
CMTM5_O	0
CMYA5_O	0.403493
CNDP1_O	0
CNGA1_O	0.627092
CNGB1_O	0
CNIH3_O	0.514184
CNKSR1_O	0.78468
CNNM1_O	0.78468
CNTF_O	0
CNTN1_O	0
CNTN3_O	0.57372
CNTN5_O	0.972706
CNTN6_O	0
COCH_O	0
COL13A1_O	0
COL15A1_O	0
COL16A1_O	1.01704
COL23A1_O	0
COL3A1_O	0.414384
COL4A4_O	0
COL5A3_O	0.540846
COL8A1_O	1.14966
COLQ_O	0.848164
COMTD1_O	0
COPZ2_O	1.65875
CORO1A_O	0
CORO6_O	0.834094
CORO7-PAM16_O	0
CORT_O	0
CPA4_O	0.498707
CPEB1_O	0
CPLX3_O	0
CPN1_O	0
CPO_O	0
CPT1A_O	1.50863
CPZ_O	0
CP_O	0.737816
CR2_O	0
CRB1_O	0
CREB3L3_O	0
CREG2_O	0
CRHBP_O	0
CRHR2_O	0
CRIP1_O	0
CRIP3_O	0
CRISPLD2_O	0
CRLF1_O	0
CRTAM_O	0
CRX_O	0
CRYAA_O	0
CRYBA1_O	0
CRYBA4_O	0
CRYBB1_O	0
CRYBB3_O	0
CRYGD_O	0
CRYGN_O	0
CSDC2_O	1.56837
CSF2RA_O	0.968366
CSMD2_O	0
CSPG4_O	0.536892
CSPG5_O	1.04239
CST6_O	0
CTAGE15P_O	0
CTAGE4_O	0
CTAGE6P_O	0
CTCFL_O	0
CTSF_O	0.530093
CTSS_O	0.834094
CTU1_O	0
CUBN_O	0.471988
CX3CR1_O	0
CXCL12_O	0.760965
CXCL16_O	0
CXCL2_O	0
CXCL3_O	0
CXCL6_O	0
CXCR2_O	0
CXorf21_O	0
CXorf36_O	0.510016
CXorf48_O	0
CXorf58_O	0
CXorf59_O	1.22364
CXorf69_O	0
CYB561D2_O	0
CYGB_O	0
CYLC2_O	0
CYP11A1_O	1.53256
CYP1A2_O	1.52155
CYP26B1_O	0
CYP26C1_O	0
CYP27A1_O	0
CYP27B1_O	0
CYP2B6_O	0
CYP2C8_O	0
CYP2D6_O	0
CYP2J2_O	0
CYP2S1_O	0
CYP3A5_O	0
CYP3A7_O	0
CYP46A1_O	0
CYP4F11_O	0.848164
CYP4F22_O	0
CYP8B1_O	0
CYS1_O	0.616491
CYSLTR2_O	0
CYTL1_O	0
DAB1_O	0
DACH2_O	1.48282
DAPK2_O	0.639818
DAPL1_O	1.03843
DAPP1_O	0
DBC1_O	0.705459
DBH_O	0
DBX1_O	0
DCAF12L2_O	0.627092
DCDC1_O	1.39078
DCDC2_O	0.747517
DCDC5_O	0
DCHS2_O	0
DCLK3_O	0
DDIT4L_O	0.476512
DDN_O	0.95225
DDR2_O	0
DDX25_O	0.563763
DEF6_O	0
DEFB1_O	0
DENND1C_O	0
DENND2C_O	0.710642
DENND3_O	1.22364
DEPDC4_O	0
DEPDC7_O	1.38525
DES_O	0.866432
DGAT2_O	1.23147
DGKA_O	1.37974
DGKG_O	1.09549
DGKH_O	0.639818
DGKI_O	0
DGKK_O	0
DHDH_O	0
DHRS2_O	0
DHRS9_O	0
DIO1_O	0
DIO3_O	0
DIRAS3_O	0
DIRC1_O	0
DISC1_O	1.17199
DKK1_O	0
DKK4_O	0
DKKL1_O	1.62178
DLEU7_O	0
DLG2_O	0
DLGAP2_O	0.505036
DLGAP3_O	0
DLK1_O	0
DLK2_O	0
DLX2_O	0
DLX3_O	0
DLX4_O	0
DLX5_O	0
DLX6_O	0
DMBX1_O	1.37624
DMGDH_O	0
DMRT3_O	0
DMRTC1B_O	0.530093
DMRTC1_O	0.530093
DNAH12_O	0
DNAH1_O	0.819975
DNAH5_O	0.960806
DNAH9_O	0.635107
DNAI1_O	0.788668
DNAJA4_O	1.0904
DNAJB13_O	0
DNAJB7_O	0.505036
DNAJC12_O	0
DNASE1L1_O	0.970988
DND1_O	0
DNLZ_O	0
DNM3_O	0
DOC2A_O	1.71867
DOC2B_O	0.710642
DOCK10_O	0.990344
DOCK8_O	0
DOK3_O	0.866432
DPF1_O	1.24815
DPF3_O	0
DPH3P1_O	1.4542
DPP6_O	1.1912
DPYD_O	1.14966
DPYS_O	0
DRD4_O	0
DRD5_O	0
DRP2_O	0
DSC1_O	1.19981
DSC3_O	0.597212
DSCAM_O	0
DSG3_O	0
DTX1_O	0.980289
DUSP15_O	0
DUSP23_O	0
DUSP26_O	0
DUSP28_O	0
DUSP2_O	0
DUXA_O	1.19981
DYDC1_O	0
DYDC2_O	0
DYNC1I1_O	0.843182
DYNLRB2_O	0
DYRK4_O	1.07906
EAF2_O	0
EBLN2_O	1.1797
ECEL1_O	0.467016
ECHDC3_O	0.589514
ECM1_O	0.705459
ECM2_O	0
ECSCR_O	0
ECT2L_O	0.409871
EDAR_O	0
EDN3_O	1.75323
EEF1A2_O	0
EEPD1_O	0.889265
EFCAB4A_O	0
EFCAB5_O	0
EFCAB6_O	1.11551
EFHB_O	0.8906
EFNA1_O	0
EGFL6_O	0
EGR2_O	0
EGR3_O	0
EHBP1L1_O	1.10744
EHD2_O	1.31511
EHF_O	0
EIF4EBP3_O	0
ELF4_O	1.31206
ELF5_O	0
ELFN2_O	0
ELK3_O	0.520956
ELL3_O	0
ELMO3_O	0
ELN_O	0
ELOVL7_O	0.627092
ELTD1_O	0
EMCN_O	0
EME2_O	0
EMILIN1_O	0
EMILIN3_O	1.18396
EML5_O	0.93903
EML6_O	0
EMR2_O	0.394679
EMX1_O	0
EMX2_O	0
ENKUR_O	1.26156
ENO4_O	0
ENPP3_O	0
ENPP6_O	0
ENPP7_O	0
ENTPD1_O	1.17199
ENTPD2_O	0
EPAS1_O	0
EPB49_O	0.794331
EPHA10_O	0
EPHA1_O	0
EPHA3_O	0.788668
EPHX3_O	1.79109
EPHX4_O	1.45558
EPN3_O	0
EPOR_O	1.52155
EPO_O	0
EPS8L1_O	0
EPSTI1_O	0
ERAP2_O	0
ERBB3_O	0.406828
EREG_O	0
ERG_O	0
ERMN_O	0
ERN1_O	0.920879
ERN2_O	0
ERP27_O	0
ERVFRD-1_O	0
ERVV-1_O	0.620576
ESM1_O	0
ESR2_O	0
ESRP1_O	0
ESRP2_O	0
ESRRA_O	0
ETV1_O	0.717429
ETV2_O	0
ETV4_O	0
ETV5_O	0.727439
EVX1_O	0
EXD1_O	0.875658
EXOC3L2_O	0.717429
EXOC3L4_O	0
EXPH5_O	1.21354
EXTL1_O	0
EYA1_O	0.632611
EYA4_O	0
EYS_O	0
F10_O	1.05617
F12_O	0
F13A1_O	0
F2RL2_O	0.456633
F2RL3_O	0.909037
F5_O	1.01704
F7_O	0
F8A2_O	0
F8A3_O	0
F8_O	0.995774
FA2H_O	0
FAAH2_O	1.20398
FABP1_O	0
FABP2_O	0
FABP4_O	0
FABP6_O	0
FADS6_O	0
FAIM2_O	0.419325
FAIM3_O	0
FAM101A_O	0
FAM109B_O	0
FAM110D_O	0
FAM113B_O	0
FAM123C_O	0.98559
FAM129A_O	1.46934
FAM131C_O	1.12756
FAM132A_O	0
FAM133A_O	0.972706
FAM134B_O	0
FAM135B_O	0
FAM150B_O	0
FAM151A_O	0
FAM153B_O	0.57372
FAM154B_O	0
FAM155B_O	0.962784
FAM156B_O	0
FAM157B_O	0
FAM159A_O	0
FAM159B_O	0
FAM160A1_O	0
FAM166A_O	0
FAM166B_O	0
FAM167B_O	1.73539
FAM169B_O	0.89451
FAM173A_O	0
FAM176A_O	1.12756
FAM176C_O	0
FAM178B_O	0
FAM179A_O	0.862027
FAM184B_O	0
FAM189A2_O	0
FAM190A_O	0
FAM198A_O	1.23725
FAM19A2_O	0.627092
FAM19A3_O	0
FAM209A_O	0
FAM209B_O	0
FAM20A_O	0.425572
FAM211A_O	1.76586
FAM22A_O	0.990344
FAM22G_O	0
FAM26E_O	0
FAM26F_O	0
FAM3B_O	0
FAM43A_O	0
FAM43B_O	1.26156
FAM46C_O	0
FAM47E_O	0
FAM53A_O	1.24815
FAM65C_O	0
FAM69C_O	0
FAM70A_O	0
FAM70B_O	0
FAM71E1_O	1.57863
FAM71F1_O	0
FAM71F2_O	0
FAM78A_O	0.432815
FAM78B_O	0
FAM81A_O	0
FAM83A_O	0
FAM83B_O	0.838658
FAM83E_O	0
FAM83F_O	0
FAM89A_O	1.06893
FAM90A1_O	0
FAM92B_O	0
FAM98C_O	1.16889
FAT2_O	0.401925
FBP1_O	0
FBXL16_O	0
FBXL22_O	0
FBXO15_O	0
FBXO24_O	0
FBXO2_O	0
FBXO32_O	0.530093
FBXO40_O	0
FBXO41_O	1.53256
FBXO6_O	0.89451
FBXW12_O	0
FCAMR_O	0
FCGBP_O	0
FCGR2B_O	0
FCHSD1_O	0.680851
FER1L5_O	0
FERMT1_O	0
FEZF1_O	0
FEZF2_O	0
FFAR2_O	0.545293
FGA_O	0
FGB_O	0.760965
FGD2_O	0
FGD3_O	0.672419
FGD5_O	0.471988
FGF10_O	0
FGF12_O	0.875658
FGF14_O	0.492893
FGF18_O	0
FGF19_O	0
FGF1_O	0
FGF4_O	0
FGF5_O	0.520956
FGF7_O	0.639818
FGF8_O	0
FGF9_O	1.40141
FGL2_O	0
FHAD1_O	1.1224
FHDC1_O	1.1912
FIGF_O	0
FILIP1L_O	1.06361
FITM2_O	0
FKBP11_O	1.04577
FLG2_O	0
FLI1_O	0
FLJ25363_O	0
FLJ27352_O	0
FLJ44635_O	0
FLRT1_O	0
FLRT2_O	1.19559
FLT1_O	1.12756
FLT3LG_O	0.717429
FLT3_O	0
FLT4_O	1.13186
FMN1_O	0.90385
FMN2_O	1.1912
FMNL1_O	0
FMO1_O	0
FMO2_O	0
FMO4_O	1.03039
FMO5_O	0.925366
FOSB_O	0
FOSL1_O	0
FOS_O	1.23481
FOXA2_O	0.80317
FOXA3_O	1.16569
FOXB1_O	0.616491
FOXC1_O	0
FOXD3_O	0
FOXD4_O	0
FOXE1_O	1.14966
FOXE3_O	0
FOXH1_O	0.695892
FOXI2_O	0
FOXI3_O	0.957171
FOXL1_O	1.24245
FOXP2_O	0.834094
FOXP3_O	0
FOXQ1_O	0
FOXR2_O	0
FOXS1_O	0
FPGT-TNNI3K_O	0.848164
FRAT1_O	0
FRK_O	0
FRMD7_O	0
FRMPD2_O	0
FRMPD4_O	1.16276
FRY_O	1.07546
FSBP_O	0
FSCN2_O	0
FSIP2_O	1.33557
FSTL4_O	1.02201
FUT3_O	0
FUT5_O	0
FXYD1_O	0
FXYD2_O	0
FXYD3_O	0
FXYD6-FXYD2_O	0
FXYD7_O	0
FZD8_O	0.942756
G0S2_O	0
G6PC_O	0.601829
GABBR2_O	0.936806
GABRA4_O	0.393054
GABRA5_O	0.90385
GABRB1_O	1.13956
GABRG3_O	1.16276
GABRP_O	0
GAD1_O	0
GAD2_O	0
GADL1_O	0.881202
GALNT14_O	0
GALNT3_O	0
GALNT5_O	0
GALNT6_O	0.608839
GALNT8_O	1.16276
GALNT9_O	0
GALNTL2_O	0.540846
GALNTL4_O	0
GALNTL6_O	0.60566
GALP_O	0.778499
GALR2_O	1.48282
GAL_O	0
GAPT_O	0
GAS2L1_O	0
GAS2_O	1.05929
GATA2_O	0
GATA3_O	0
GATA4_O	0
GATA5_O	0
GATA6_O	0.445564
GBGT1_O	1.1797
GBP6_O	0
GBX1_O	0
GBX2_O	0.928404
GCK_O	0
GCM1_O	1.56651
GCNT1_O	0.414384
GCOM1_O	0
GC_O	0.95225
GDAP1L1_O	0.90385
GDA_O	1.02201
GDF10_O	0
GDF15_O	0
