Gene	Expression
ARHGAP15_J	0
ARHGAP20_J	0
ARHGAP22_J	0
ARHGAP23_J	0.981482
ARHGAP25_J	0.418561
ARHGAP27_J	0.639818
ARHGAP31_J	0.323236
ARHGDIB_J	0
ARHGDIG_J	0
ARHGEF33_J	0.179477
ARHGEF35_J	0.855189
ARHGEF37_J	0
ARHGEF38_J	0
ARHGEF5_J	0.778182
ARID5A_J	0.831723
ARL11_J	0
ARMC12_J	0
ARPC4-TTLL3_J	0.71765
ARSF_J	0
ARSJ_J	1.3875
ARTN_J	0
ASAH2_J	0.509129
ASB11_J	0
ASB12_J	0
ASB16_J	0.30488
ASB2_J	0.995102
ASB4_J	0.33322
ASGR1_J	0.36925
ASIC2_J	1.03655
ASIC3_J	0
ASMT_J	0
ASPA_J	0.373011
ASPG_J	0
ASPHD1_J	0
ASPRV1_J	0.445855
ATG16L2_J	0.819174
ATG9B_J	0.175999
ATOH8_J	1.141
ATP12A_J	0
ATP13A4_J	0
ATP1A3_J	1.26576
ATP1B4_J	0.187555
ATP2A1_J	0
ATP2A3_J	0.514184
ATP2C2_J	0
ATP5L2_J	0
ATP6AP1L_J	1.17146
ATP6V0A4_J	0
ATP6V0D2_J	0.874496
ATP6V1C2_J	0.21015
ATP6V1E2_J	0.406828
ATP6V1G2_J	0.649781
ATP8A2_J	0.639818
ATP8B1_J	0.874496
ATP8B3_J	0.439288
ATP8B4_J	0
ATXN1_J	0.68381
ATXN7L2_J	1.23771
AURKC_J	0
AVPI1_J	1.01026
B3GALT2_J	0.21015
B3GALT4_J	0.639818
B3GALT5_J	0.20498
B3GAT2_J	0
B3GNT4_J	0
B3GNT6_J	0.540317
B3GNT7_J	0.35539
B3GNT8_J	0
B3GNT9_J	0.445855
B4GALNT1_J	0
B7H6_J	0
BAGE_J	0.896351
BAI1_J	1.19096
BAI3_J	0.922815
BAIAP2L2_J	0
BAIAP3_J	0.798631
BARHL2_J	0
BARX1_J	0
BARX2_J	0
BATF2_J	0.965427
BCAR3_J	0.228764
BCAS1_J	0.546017
BCL11B_J	0.819174
BCL2L15_J	0.144452
BCL3_J	0.628039
BCL6B_J	0
BCO2_J	1.5286
BDKRB2_J	0
BDNF_J	0.342299
BEAN1_J	0
BEGAIN_J	0
BEND2_J	0.338094
BEST3_J	0.851801
BEST4_J	0
BEX5_J	0
BFSP2_J	0
BGN_J	1.01026
BHLHA15_J	0
BHLHE22_J	0.476088
BHLHE40_J	0.639818
BHLHE41_J	0
BHMT2_J	1.02385
BIK_J	0
BIRC3_J	0.19062
BLOC1S3_J	1.24697
BMP3_J	0
BMP5_J	0
BMP6_J	0
BMP8A_J	0
BMP8B_J	0.439288
BNC1_J	0.373011
BNC2_J	0
BNIPL_J	1.01026
BRDT_J	0
BRS3_J	0
BSN_J	0.609889
BSPRY_J	0
BST1_J	0
BTBD17_J	0
BTBD8_J	0.878211
BTN3A3_J	0.14268
BTNL9_J	0
C10orf105_J	0
C10orf10_J	0
C10orf111_J	1.00405
C10orf11_J	0
C10orf47_J	0.432004
C10orf54_J	0.835672
C10orf67_J	0.411507
C10orf82_J	0
C11orf20_J	0
C11orf35_J	0
C11orf45_J	0
C11orf52_J	0
C11orf65_J	1.76493
C11orf71_J	0
C11orf86_J	0
C11orf91_J	0
C11orf93_J	0
C11orf96_J	0
C12orf39_J	0
C12orf66_J	0.919675
C12orf68_J	0.658638
C12orf77_J	0.175999
C13orf33_J	0
C14orf176_J	0
C14orf182_J	0.274873
C14orf39_J	0
C14orf45_J	0.624067
C15orf27_J	0
C15orf2_J	0.169107
C15orf52_J	0.16238
C15orf56_J	0
C15orf58_J	1.141
C15orf59_J	0
C16orf54_J	0.406828
C16orf71_J	0.922815
C16orf73_J	0.858737
C16orf74_J	0
C16orf79_J	1.21747
C16orf86_J	0.855189
C16orf89_J	0
C16orf92_J	0
C16orf93_J	0
C16orf95_J	0
C16orf96_J	1.40336
C17orf104_J	0.800472
C17orf107_J	0.398318
C17orf109_J	0
C17orf28_J	0.975194
C17orf50_J	0
C17orf57_J	0
C17orf72_J	0.222382
C17orf77_J	1.19616
C17orf97_J	0.300441
C17orf98_J	0
C18orf1_J	0.942756
C18orf26_J	0
C18orf34_J	0
C18orf56_J	1.80301
C19orf35_J	0
C19orf45_J	0
C19orf46_J	0
C19orf57_J	0.867936
C19orf73_J	0
C19orf75_J	0.348093
C19orf76_J	0
C1QL1_J	0.30488
C1QL3_J	1.38212
C1QTNF1_J	0.814459
C1QTNF2_J	1.46227
C1QTNF4_J	0.999849
C1QTNF9B-AS1_J	0
C1S_J	0
C1orf101_J	0.937696
C1orf116_J	0.373011
C1orf130_J	1.07174
C1orf141_J	0
C1orf150_J	0.634048
C1orf151-NBL1_J	0
C1orf172_J	0
C1orf173_J	0.3134
C1orf186_J	0
C1orf192_J	0
C1orf194_J	0
C1orf228_J	1.26576
C1orf229_J	0
C1orf38_J	0.445855
C1orf49_J	0
C1orf53_J	1.46444
C1orf87_J	0.248457
C1orf95_J	0.376879
C20orf118_J	0
C20orf160_J	0.707588
C20orf195_J	0
C20orf202_J	0
C20orf203_J	0.564539
C20orf26_J	1.01026
C21orf7_J	0
C22orf15_J	0
C22orf23_J	0
C22orf24_J	0
C2CD2L_J	0.184914
C2CD4A_J	0.471421
C2CD4B_J	0
C2CD4C_J	0.624067
C2_J	0.751864
C2orf27A_J	0
C2orf40_J	0
C2orf54_J	0
C2orf62_J	0
C2orf65_J	0.649781
C2orf66_J	0
C2orf77_J	0.950516
C2orf80_J	0
C2orf83_J	1.07608
C2orf84_J	0.270201
C2orf88_J	0.184914
C2orf89_J	1.07174
C2orf91_J	0.701672
C3_J	0
C3orf24_J	0
C3orf25_J	0.556156
C3orf27_J	0
C3orf32_J	0.493855
C3orf35_J	0
C3orf52_J	0.245096
C3orf71_J	0.814459
C3orf72_J	0.827647
C3orf80_J	0
C4A_J	0.175999
C4orf26_J	0.60158
C4orf32_J	0.573895
C4orf36_J	0
C4orf49_J	0.827647
C5AR1_J	0.278793
C5orf49_J	0.885363
C5orf58_J	0
C5orf60_J	0
C5orf63_J	0
C5orf65_J	0
C6orf118_J	1.44514
C6orf132_J	0.778182
C6orf141_J	0
C6orf163_J	1.45216
C6orf221_J	0
C6orf226_J	0
C6orf25_J	0
C6orf52_J	0
C6orf7_J	0
C6orf99_J	0
C7orf29_J	0
C7orf53_J	0
C7orf57_J	0
C8A_J	0
C8orf44-SGK3_J	0.146045
C8orf44_J	1.03655
C8orf45_J	0.929322
C8orf46_J	0.309655
C8orf47_J	0.778182
C8orf48_J	1.51727
C8orf4_J	0.910512
C8orf80_J	1.05653
C8orf84_J	0.179477
C8orf85_J	0.690074
C8orf86_J	0
C9orf128_J	0
C9orf135_J	0
C9orf139_J	0
C9orf163_J	0
C9orf167_J	0.365747
C9orf169_J	0
C9orf170_J	0
C9orf43_J	0
C9orf47_J	0.172616
C9orf66_J	0
C9orf71_J	0
C9orf91_J	0.811836
C9orf95_J	0
C9orf96_J	0
CA12_J	0.175999
CA13_J	0.68381
CA9_J	0.92687
CABP1_J	0
CABP7_J	0.19506
CACNA1B_J	0.639818
CACNA1C_J	0.262539
CACNA1D_J	0
CACNA1F_J	0
CACNA1G_J	0.793095
CACNA1S_J	1.59322
CACNA2D3_J	0
CACNB2_J	0.663156
CACNB4_J	0.323236
CACNG8_J	0.432004
CALB2_J	0
CALCB_J	0
CALCR_J	0.402278
CALHM2_J	0
CALN1_J	0.338094
CAMK2A_J	0
CAMK2B_J	0.556156
CAMK2N2_J	0
CAMK4_J	0.862794
CAPN11_J	0
CAPN12_J	0
CAPN13_J	0
CAPN3_J	0.617717
CAPN6_J	0.402278
CAPN9_J	0
CAPS2_J	0.824862
CAPSL_J	0
CAPS_J	0.73708
CARD11_J	0.499811
CARD6_J	0.445855
CARD9_J	0
CASP10_J	0.439288
CASP14_J	0
CASS4_J	0
CASZ1_J	0.309655
CATSPER3_J	0
CATSPERG_J	0.323236
CBFA2T3_J	0.248457
CBLC_J	0
CBLN1_J	0
CBLN3_J	0
CBWD5_J	0
CBWD6_J	1.59126
CCBE1_J	1.07458
CCBP2_J	0.406828
CCDC108_J	0
CCDC110_J	0.365747
CCDC114_J	0.19506
CCDC11_J	0.521226
CCDC135_J	0
CCDC13_J	0
CCDC140_J	0
CCDC141_J	0.521226
CCDC144A_J	0.485088
CCDC144NL_J	0
CCDC151_J	0
CCDC153_J	0
CCDC157_J	0.74369
CCDC159_J	1.44276
CCDC170_J	0
CCDC171_J	1.34022
CCDC17_J	0
CCDC19_J	0
CCDC24_J	0.778182
CCDC33_J	0
CCDC37_J	0
CCDC39_J	0.255699
CCDC3_J	0.751864
CCDC42B_J	0
CCDC60_J	0.581454
CCDC62_J	0
CCDC64B_J	0
CCDC64_J	0
CCDC65_J	0.527797
CCDC67_J	0.411507
CCDC68_J	0.778182
CCDC69_J	0.874496
CCDC78_J	0
CCDC7_J	0.975194
CCDC81_J	1.11596
CCDC85B_J	0
CCDC88B_J	0.28535
CCDC96_J	0
CCK_J	0
CCL16_J	0
CCL22_J	0.960241
CCL26_J	0
CCL28_J	0.146045
CCL2_J	0
CCL3L3_J	0
CCL4_J	0
CCNA1_J	0
CCNB3_J	0
CCR6_J	1.12801
CD101_J	0.586397
CD163L1_J	0.778182
CD1D_J	0.453825
CD200R1_J	0
CD207_J	0.581454
CD209_J	0
CD22_J	1.01026
CD244_J	0
CD247_J	0.867936
CD274_J	0
CD28_J	0
CD300A_J	0
CD300LG_J	0
CD302_J	1.26899
CD36_J	0
CD3G_J	0
CD40_J	0
CD52_J	0
CD68_J	0
CD69_J	0
CD70_J	0
CD72_J	0
CD79A_J	0
CD79B_J	0
CD82_J	0
CD84_J	0.29538
CD97_J	1.01026
CDA_J	0
CDC42BPG_J	0.628039
CDC42EP5_J	0
CDCP1_J	0.73096
CDH17_J	0
CDH1_J	0.890367
CDH26_J	1.04851
CDH3_J	0.309655
CDH4_J	1.24347
CDH7_J	0.758999
CDHR1_J	0.38026
CDHR2_J	0
CDHR3_J	0.439288
CDK5R2_J	0
CDKL1_J	0
CDKN2B_J	0
CDNF_J	1.19227
CDR1_J	1.04239
CDX1_J	0
CDX2_J	0
CEACAM19_J	0
CEACAM1_J	0
CEACAM5_J	0
CEACAM8_J	0
CEBPB_J	0.970816
CECR6_J	0.937696
CELF3_J	0.890367
CELF4_J	0.485088
CELF6_J	0
CEL_J	0.649781
CERKL_J	0.665262
CERS3_J	0.793095
CES4A_J	0.595544
CFB_J	0.546017
CFD_J	0
CFTR_J	0.234999
CGA_J	0
CHAC1_J	0
CHADL_J	0
CHGA_J	0.248457
CHGB_J	0.20498
CHL1_J	0.707588
CHRFAM7A_J	0.240626
CHRNA1_J	0
CHRNA4_J	0.439288
CHRNA7_J	0.910512
CHRNA9_J	0
CHRNB2_J	0.262539
CHRNB4_J	1.17146
CHST13_J	0
CHST1_J	0.29538
CHST2_J	0.71765
CHST5_J	1.26899
CHST7_J	0
CHST8_J	1.36447
CHSY3_J	0.411507
CIDEB_J	0.493855
CIDEC_J	1.42142
CIITA_J	0
CILP2_J	0.74369
CISD3_J	0.937696
CISH_J	0
CITED1_J	0
CITED4_J	0.962046
CKMT1A_J	0.270201
CKMT1B_J	0.270201
CKMT2_J	0
CLCF1_J	0
CLCNKB_J	0.950516
CLDN10_J	1.15516
CLDN15_J	1.20297
CLDN23_J	0.69268
CLDN4_J	0.445855
CLDN5_J	1.0063
CLDN7_J	0
CLDND2_J	0
CLEC12A_J	0
CLEC17A_J	0
CLEC18B_J	0
CLEC2L_J	0
CLEC4A_J	0
CLEC4C_J	0
CLEC4D_J	0.418561
CLEC4E_J	0.556156
CLEC4F_J	0.573895
CLEC6A_J	0
CLEC7A_J	0.867936
CLIC2_J	0
CLIC5_J	0
CLIC6_J	1.04851
CLMN_J	1.0881
CLUL1_J	0.933553
CLVS2_J	0
CMPK2_J	0.240626
CMTM1_J	0.466161
CMTM5_J	0
CMYA5_J	0.14744
CNDP1_J	0
CNGA1_J	0
CNGB1_J	0.499811
CNIH3_J	0.595544
CNKSR1_J	0
CNNM1_J	0.701672
CNTF_J	0
CNTN1_J	0.199721
CNTN3_J	0.71765
CNTN6_J	0.724719
COL13A1_J	0.432004
COL15A1_J	0
COL23A1_J	0
COL3A1_J	0.514184
COL4A4_J	0.21015
COL5A3_J	0.793095
COL8A1_J	0.617717
COL9A3_J	0.965427
COLQ_J	0
COMTD1_J	0
COPZ2_J	0
CORIN_J	1.04851
CORO1A_J	0.831723
CORO2B_J	0.586397
CORO6_J	0
CORO7-PAM16_J	1.85146
CORO7_J	0
CORT_J	0
COX6B2_J	0.999849
CPA4_J	0
CPEB1_J	0.910512
CPEB3_J	1.0881
CPLX1_J	1.36028
CPLX2_J	0.432004
CPN1_J	0
CPO_J	0
CPT1A_J	1.04851
CPZ_J	0.262539
CR2_J	0
CRB1_J	0
CREB3L3_J	0
CREB5_J	0.867936
CREG2_J	0
CRHR2_J	0
CRIP1_J	0
CRIP3_J	0.890367
CRISPLD2_J	0
CRLF1_J	0.453825
CRTAM_J	0.673057
CRX_J	1.11133
CRYAA_J	0
CRYAB_J	0
CRYBA1_J	0
CRYBA4_J	0
CRYBB1_J	0
CRYBB3_J	0.564539
CRYGD_J	0
CRYGN_J	0
CSDC2_J	0.274873
CSMD2_J	0.175999
CSN3_J	0
CSPG4_J	0.169107
CSPG5_J	1.45028
CST2_J	0
CST6_J	0
CTAGE15P_J	0
CTAGE4_J	0
CTAGE6P_J	0
CTCFL_J	0
CTF1_J	1.03189
CTNNA3_J	0.970816
CTSS_J	0.639818
CTU1_J	0
CUBN_J	0.514184
CX3CR1_J	0
CXCL16_J	0
CXCL2_J	0
CXCL3_J	0
CXCL5_J	1.16613
CXCL6_J	0.35539
CXCR2_J	0.348093
CXorf21_J	0
CXorf30_J	0.878211
CXorf36_J	0.1659
CXorf48_J	0.71765
CXorf58_J	0
CXorf59_J	0.561403
CXorf69_J	1.76493
CYGB_J	0
CYLC2_J	0
CYP11A1_J	0.751864
CYP1A2_J	0.819174
CYP26B1_J	0
CYP26C1_J	0
CYP27A1_J	1.01498
CYP27B1_J	0
CYP2B6_J	0
CYP2C8_J	0
CYP2D6_J	0
CYP2J2_J	0
CYP3A5_J	0
CYP3A7_J	0
CYP46A1_J	0.74369
CYP4F11_J	0
CYP4F22_J	0
CYP8B1_J	0
CYSLTR2_J	0.38418
CYTL1_J	0
DAB1_J	0.942756
DACH2_J	0
DAND5_J	0.71765
DAPL1_J	0
DAPP1_J	0
DARC_J	0.479963
DBH_J	0.228764
DBX1_J	0
DCDC1_J	0.617717
DCDC5_J	1.19387
DCHS2_J	0
DCLK3_J	0.255699
DDIT4L_J	1.45548
DDN_J	0.262539
DDR2_J	1.25656
DDX25_J	1.08335
DEF6_J	0
DEFB1_J	0
DENND1C_J	0.222382
DENND2C_J	0.309655
DENND3_J	0.439288
DEPDC4_J	0
DEPDC7_J	0.770962
DERL3_J	1.73107
DES_J	0
DGAT2_J	1.14797
DGKE_J	0.851801
DGKI_J	0
DHDH_J	0
DHRS2_J	0.569535
DHRS9_J	0.701672
DIO1_J	0
DIO3_J	0
DIRAS3_J	0
DIRC1_J	0
DISC1_J	0.262539
DKK1_J	0
DKK4_J	0
DKKL1_J	0
DLG2_J	0.300441
DLGAP2_J	0.556156
DLGAP3_J	0
DLK1_J	0
DLK2_J	1.5219
DLX2_J	0
DLX3_J	0
DLX4_J	0
DLX6_J	0.71765
DMBX1_J	0.617717
DMGDH_J	0
DMRT3_J	0
DMRTC1B_J	1.40336
DMRTC1_J	1.40336
DNAAF3_J	0.376879
DNAH12_J	0.234999
DNAH1_J	0.809009
DNAH5_J	0.785975
DNAH7_J	1.06753
DNAH9_J	0.300441
DNAI1_J	0.342299
DNAJA4_J	0
DNAJB13_J	0.424027
DNAJB7_J	0
DNAJC28_J	1.11133
DND1_J	0
DNHD1_J	0.69546
DNM3_J	0
DOC2A_J	0
DOC2B_J	0.905689
DOCK10_J	0.38418
DOCK8_J	0.60158
DOK3_J	0.955643
DOK5_J	1.80056
DPF1_J	0.540317
DPF3_J	0.262539
DPH3P1_J	0
DPP6_J	0.175999
DPPA2_J	0
DPYD_J	1.14797
DPYS_J	0
DRD5_J	0
DRP2_J	0.155209
DSC1_J	0
DSC3_J	0.68381
DSCAM_J	0
DSG3_J	0.255699
DTX1_J	1.15516
DUSP15_J	0.767277
DUSP26_J	0
DUSP28_J	0
DUSP2_J	0
DUSP5_J	0.634048
DUSP8_J	1.02777
DUXA_J	1.0063
DYDC1_J	0
DYDC2_J	1.33769
DYNC1I1_J	0.960241
DYNLRB2_J	0
EBF1_J	0.905689
EBF2_J	0.323236
EBLN2_J	0
ECEL1_J	0
ECM2_J	0
ECSCR_J	0
ECT2L_J	0.199721
EDAR_J	0
EDA_J	1.10597
EDN3_J	0.84044
EEF1A2_J	0
EFCAB1_J	0.509129
EFCAB4A_J	0
EFCAB5_J	0
EFCAB6_J	0.785975
EFHB_J	0.361366
EFNA1_J	0
EGFL6_J	0.827647
EGR2_J	0
EGR3_J	0
EHBP1L1_J	0.21015
EHD2_J	0.146045
EHF_J	0
EIF4EBP3_J	0
ELAVL3_J	1.0881
ELF4_J	0.751864
ELF5_J	0
ELFN2_J	0
ELK3_J	0.240626
ELL3_J	0
ELMO3_J	0
ELMOD1_J	0.323236
ELN_J	0.785975
ELTD1_J	0
EMCN_J	0
EME2_J	0.411507
EMILIN1_J	1.19387
EMILIN3_J	1.31293
EML5_J	1.22659
EML6_J	0.376879
EMR2_J	0
EMX1_J	0
EMX2_J	0.763049
ENHO_J	1.36447
ENKUR_J	0.770962
ENO4_J	0.390198
ENPP3_J	1.01771
ENPP6_J	0
ENPP7_J	0
ENTPD1_J	0.53421
ENTPD2_J	0
EPAS1_J	0
EPB41L4B_J	0.707588
EPB49_J	0.479963
EPHA10_J	0
EPHA1_J	0
EPHA3_J	1.141
EPHB1_J	1.24347
EPHX3_J	0
EPHX4_J	0
EPN3_J	0
EPOR_J	0.639818
EPO_J	0
EPS8L1_J	0.266295
ERAP2_J	0
ERBB3_J	0.36925
EREG_J	0.300441
ERG_J	0
ERMN_J	0
ERN1_J	0.785975
ERN2_J	0.424027
ERP27_J	0
ERVFRD-1_J	0
ERVV-1_J	0.751864
ESM1_J	0
ESR2_J	0
ESRP1_J	0
ESRP2_J	0
ESRRG_J	1.43243
ETV1_J	0.67838
ETV2_J	0
ETV4_J	0.234999
ETV5_J	0.751864
EVX1_J	0
EXD1_J	1.47484
EXOC3L4_J	0
EXPH5_J	1.06455
EXTL1_J	0.67838
EYA1_J	0.970816
EYA4_J	0
EYS_J	0
F12_J	0.274873
F13A1_J	0
F2RL2_J	0
F2RL3_J	0
F5_J	0.53421
F7_J	0
F8A2_J	0
F8A3_J	0
F8_J	1.40885
FA2H_J	0
FABP2_J	0.234999
FABP4_J	0
FABP6_J	0
FADS6_J	0
FAIM2_J	0
FAIM3_J	0
FAM109B_J	0
FAM110D_J	0
FAM113B_J	0.527797
FAM123C_J	0
FAM129A_J	0.896351
FAM131C_J	0
FAM132A_J	0
FAM133A_J	0.990808
FAM134B_J	0.922815
FAM135B_J	0.309655
FAM150B_J	0
FAM151A_J	0.28535
FAM151B_J	0.858737
FAM153B_J	0.556156
FAM154B_J	1.04239
FAM155B_J	1.01498
FAM156B_J	0
FAM157B_J	0
FAM159A_J	0
FAM159B_J	1.41326
FAM160A1_J	0.981482
FAM161B_J	1.01771
FAM162B_J	0
FAM166A_J	0
FAM166B_J	1.59732
FAM167B_J	0
FAM169B_J	0
FAM176A_J	0
FAM176C_J	1.03655
FAM178B_J	0
FAM179A_J	0.179477
FAM184B_J	0
FAM189A1_J	0.33322
FAM189A2_J	0
FAM190A_J	0.569535
FAM198A_J	0.751864
FAM19A2_J	0.402278
FAM19A3_J	0.390198
FAM209A_J	0
FAM209B_J	0
FAM20A_J	0.390198
FAM211A_J	0.445855
FAM212B_J	0.68381
FAM22G_J	0
FAM26E_J	0
FAM26F_J	0
FAM3B_J	0
FAM43A_J	0.669227
FAM43B_J	0.240626
FAM46C_J	0
FAM47E_J	0.411507
FAM50B_J	0.365747
FAM53A_J	0.67838
FAM57B_J	0
FAM65B_J	0.1659
FAM65C_J	0
FAM69C_J	0
FAM70A_J	1.49622
FAM70B_J	0
FAM71F1_J	0.471421
FAM71F2_J	0
FAM78A_J	0.942756
FAM78B_J	1.4705
FAM81A_J	0.770962
FAM82A1_J	0.905689
FAM83A_J	0
FAM83B_J	1.1221
FAM83E_J	0
FAM83F_J	0
FAM89A_J	0.540317
FAM90A1_J	1.37584
FAM92B_J	0
FAS_J	0.712187
FAT2_J	0.16238
FBP1_J	0
FBXL13_J	0.445855
FBXL16_J	0
FBXL22_J	0
FBXO15_J	0.342299
FBXO24_J	0
FBXO2_J	0
FBXO32_J	0.639818
FBXO40_J	0.184914
FBXO43_J	1.26024
FBXO6_J	1.31663
FBXW12_J	0
FCAMR_J	0
FCAR_J	0.505927
FCGBP_J	0.1659
FCGR2B_J	0
FCHSD1_J	0.785975
FER1L5_J	0
FERMT1_J	0.240626
FEZF1_J	0.962046
FEZF2_J	0
FFAR2_J	0.245096
FGA_J	0
FGB_J	0.248457
FGD2_J	0
FGD3_J	0.785975
FGD5_J	0
FGF10_J	0
FGF12_J	0.323236
FGF14_J	1.22085
FGF18_J	0
FGF19_J	0.240626
FGF1_J	0
FGF4_J	0
FGF5_J	0.985845
FGF7_J	1.21451
FGF8_J	0
FGF9_J	0
FGL2_J	0.270201
FHAD1_J	0.342299
FHDC1_J	1.11133
FIGF_J	0
FILIP1L_J	1.6624
FITM2_J	0
FLG2_J	0.278793
FLI1_J	0
FLJ25363_J	0.915472
FLJ44635_J	0.673057
FLRT1_J	0
FLT1_J	0.14744
FLT3LG_J	0
FLT4_J	1.31293
FMN1_J	0.73096
FMN2_J	1.35732
FMNL1_J	0
FMO1_J	0
FMO2_J	0
FMO4_J	0.965427
FMO5_J	1.23468
FOSB_J	0
FOSL1_J	0.28535
FOS_J	0
FOXA2_J	0.499811
FOXA3_J	0.406828
FOXB1_J	1.82603
FOXC1_J	0.274873
FOXC2_J	0.318288
FOXD3_J	0
FOXD4_J	0
FOXE1_J	0
FOXE3_J	0
FOXH1_J	0
FOXI2_J	0
FOXI3_J	0
FOXL1_J	0.824862
FOXN4_J	1.70691
FOXP2_J	0.564539
FOXP3_J	0
FOXR2_J	0
FOXS1_J	0
FRK_J	0
FRMD7_J	0
FRMPD2_J	0
FRMPD4_J	0.453825
FRRS1L_J	1.28251
FRY_J	1.13186
FSCN2_J	0
FSIP1_J	0.222382
FSIP2_J	0.751864
FSTL4_J	0.581454
FUT2_J	0.981482
FUT3_J	0
FUT5_J	0
FUT6_J	1.13557
FXYD1_J	0
FXYD2_J	0
FXYD3_J	0
FXYD6-FXYD2_J	0
FXYD7_J	0
G0S2_J	0.505927
G6PC_J	0.809009
