Gene	Expression
ANKRD24_E	0.480741
ANKRD29_E	0.315375
ANKRD2_E	1.0635
ANKRD31_E	0
ANKRD34B_E	0.0895
ANKRD35_E	0.910421
ANKRD44_E	0.848164
ANKRD45_E	0.962784
ANKRD53_E	0.750041
ANKRD65_E	0.701672
ANKRD9_E	0.729153
ANKS1B_E	0.778808
ANKS4B_E	0
ANO2_E	0.736971
ANO7_E	0.546017
ANO9_E	0.516069
ANP32D_E	0
ANPEP_E	1.19185
ANXA8L1_E	1.29653
AOAH_E	0
AOC2_E	0.439727
AOC3_E	1.36875
AOX1_E	1.00655
AP3B2_E	0.97605
APC2_E	0.670561
APLNR_E	0.283037
APLN_E	0.571365
APOA2_E	0.848164
APOBEC3A_E	0
APOBEC3B_E	1.22057
APOBR_E	0.072955
APOC4_E	0
APOF_E	0
APOL1_E	0.778808
APOL2_E	0.22496
APOL4_E	0.102721
APOL6_E	0.459867
AQP1_E	0
AQP4_E	0.445564
AQP5_E	0
AQP6_E	0.062979
AQP7_E	0.283037
ARAP3_E	0.32871
ARC_E	0
ARHGAP11B_E	0
ARHGAP15_E	0
ARHGAP20_E	0
ARHGAP22_E	1.52327
ARHGAP23_E	1.19185
ARHGAP25_E	0.107529
ARHGAP27_E	1.0685
ARHGAP31_E	0.068301
ARHGDIB_E	0
ARHGDIG_E	0
ARHGEF33_E	0.32871
ARHGEF35_E	1.77495
ARHGEF37_E	0
ARHGEF38_E	0
ARID5A_E	0
ARL11_E	0.347451
ARMC12_E	0
ARMCX5-GPRASP2_E	0.916563
ARPC4-TTLL3_E	0.143271
ARSF_E	0.546017
ARSJ_E	1.1768
ART5_E	0.283037
ARTN_E	0
ASAH2_E	0
ASB11_E	0
ASB12_E	1.09421
ASB16_E	0
ASB2_E	0
ASB4_E	0.578382
ASCL1_E	0.125197
ASGR1_E	1.03359
ASIC2_E	0.701672
ASIC3_E	0
ASIC4_E	0.523921
ASMT_E	0
ASPA_E	0.832168
ASPG_E	0.936093
ASPHD1_E	0
ASPRV1_E	1.13521
ASXL3_E	0.799858
ATG16L2_E	0.897664
ATG9B_E	0.136198
ATOH8_E	0.597962
ATP12A_E	0.707588
ATP13A4_E	0.32871
ATP1A3_E	0
ATP1B4_E	0.998301
ATP2A1_E	0.199721
ATP2A3_E	0.624366
ATP5L2_E	0
ATP6AP1L_E	0
ATP6V0A4_E	0
ATP6V0D2_E	0.956473
ATP6V1C2_E	0.10436
ATP6V1E2_E	1.42064
ATP6V1G2_E	0.778808
ATP8A2_E	0.130629
ATP8B1_E	0.564539
ATP8B3_E	0
ATP8B4_E	0.476371
ATXN1_E	0.206581
AURKC_E	0
AVPI1_E	1.04153
B3GALT2_E	0.43311
B3GALT4_E	0
B3GALT5_E	0
B3GAT2_E	0
B3GNT4_E	0
B3GNT6_E	0.085343
B3GNT7_E	0.199721
B3GNT8_E	0
B4GALNT1_E	0
B7H6_E	0.289102
BAGE_E	0
BAI1_E	0.459867
BAI3_E	0.39978
BAIAP2L2_E	0.160301
BAIAP3_E	1.15981
BARHL2_E	0
BARX1_E	0
BARX2_E	0
BATF2_E	0
BCAR3_E	0.818076
BCAS1_E	0.085343
BCL11B_E	0.236615
BCL2L15_E	0.251466
BCL2_E	1.07485
BCL3_E	0
BCL6B_E	0
BCO2_E	0.113734
BDKRB2_E	0
BDNF_E	1.22364
BEAN1_E	0
BEGAIN_E	0
BEND2_E	0.278578
BEND6_E	1.3063
BEST3_E	0
BEST4_E	0
BEX5_E	1.2364
BFSP2_E	0
BGN_E	1.42846
BHLHA15_E	0
BHLHE22_E	0
BHLHE40_E	1.44888
BHLHE41_E	0
BHMT2_E	1.11676
BIK_E	0
BIRC3_E	0
BMP3_E	0.110484
BMP5_E	0
BMP6_E	0.22496
BMP8A_E	0.268465
BMP8B_E	0.624366
BNC1_E	0.825061
BNC2_E	0.062979
BNIPL_E	1.03731
BOLA1_E	1.41198
BRDT_E	0
BSN_E	0.268465
BSPRY_E	0.125197
BST1_E	0.240805
BTBD17_E	0
BTBD19_E	0.930373
BTBD8_E	1.31206
BTN3A3_E	0
BTNL9_E	0
C10orf105_E	0
C10orf111_E	0
C10orf11_E	1.56313
C10orf54_E	1.3173
C10orf67_E	0
C11orf20_E	0
C11orf35_E	0.331648
C11orf41_E	0.36192
C11orf45_E	0
C11orf52_E	0
C11orf65_E	0.342622
C11orf71_E	1.41701
C11orf86_E	0.930373
C11orf91_E	0
C11orf93_E	0
C11orf96_E	0
C12orf68_E	0
C13orf33_E	1.61326
C14orf176_E	0
C14orf178_E	0.184914
C14orf182_E	0.110484
C14orf39_E	0.532365
C14orf45_E	0.936093
C15orf27_E	1.72363
C15orf2_E	0.0895
C15orf33_E	1.05771
C15orf52_E	0
C15orf56_E	0
C15orf59_E	0.84284
C16orf54_E	0.071263
C16orf71_E	0
C16orf73_E	0
C16orf74_E	0
C16orf86_E	0.624366
C16orf89_E	0
C16orf92_E	0
C16orf93_E	1.51204
C16orf95_E	0
C16orf96_E	0.564539
C17orf104_E	0.488441
C17orf107_E	0
C17orf109_E	0
C17orf28_E	0.206581
C17orf50_E	0
C17orf57_E	0.301114
C17orf72_E	0.107529
C17orf77_E	0
C17orf97_E	0.414384
C17orf98_E	0
C18orf1_E	0.168207
C18orf26_E	0
C18orf34_E	0
C18orf56_E	0.439727
C19orf26_E	0.445564
C19orf35_E	0
C19orf45_E	0
C19orf46_E	1.29653
C19orf57_E	0.651615
C19orf73_E	0
C19orf75_E	1.33204
C19orf76_E	0
C1QL1_E	0
C1QL3_E	1.21176
C1QTNF1_E	0
C1QTNF2_E	0.342622
C1QTNF4_E	0
C1QTNF9B-AS1_E	0
C1R_E	0.848164
C1orf101_E	0.50531
C1orf116_E	0.904494
C1orf130_E	0.664617
C1orf141_E	0.632188
C1orf150_E	0
C1orf151-NBL1_E	0.523921
C1orf172_E	0
C1orf173_E	0.068301
C1orf186_E	1.1042
C1orf192_E	0
C1orf194_E	0
C1orf229_E	0.337121
C1orf38_E	0
C1orf49_E	0
C1orf53_E	0
C1orf87_E	0
C1orf95_E	0.605081
C20orf118_E	0
C20orf160_E	0.278578
C20orf195_E	0
C20orf202_E	0
C20orf203_E	0.117753
C20orf26_E	0.771435
C21orf7_E	0.179097
C22orf15_E	0
C22orf23_E	0.414384
C22orf24_E	0.613218
C2CD4A_E	0
C2CD4B_E	0.231653
C2CD4C_E	0.468867
C2orf27A_E	1.3063
C2orf40_E	0
C2orf54_E	0.578382
C2orf62_E	0
C2orf65_E	1.14379
C2orf66_E	0
C2orf77_E	1.52593
C2orf80_E	0.295464
C2orf83_E	0
C2orf84_E	0
C2orf88_E	1.1042
C2orf89_E	0
C2orf91_E	0.113734
C3_E	0.117753
C3orf18_E	0.92687
C3orf24_E	0
C3orf25_E	0.866229
C3orf27_E	0
C3orf35_E	0
C3orf52_E	1.03731
C3orf71_E	0.10436
C3orf72_E	0.729153
C3orf80_E	0
C4A_E	0.707588
C4orf26_E	0
C4orf32_E	0.804696
C4orf36_E	0
C4orf47_E	0
C4orf49_E	0
C5AR1_E	0.308153
C5orf49_E	0.632188
C5orf58_E	0
C5orf60_E	0.92404
C5orf63_E	0.179097
C5orf65_E	0.701672
C6orf118_E	0.799858
C6orf132_E	1.04153
C6orf141_E	0
C6orf163_E	1.42979
C6orf221_E	0
C6orf226_E	0
C6orf25_E	1.0131
C6orf52_E	0
C6orf7_E	0
C6orf99_E	0
C7orf29_E	0.516069
C7orf31_E	0.92404
C7orf53_E	0
C7orf57_E	0
C8A_E	0.624366
C8orf44_E	1.34645
C8orf45_E	0
C8orf46_E	0.532365
C8orf47_E	0
C8orf4_E	0.837739
C8orf80_E	0.246327
C8orf84_E	0.061591
C8orf85_E	0.301114
C8orf86_E	0.498293
C9orf128_E	0
C9orf135_E	0
C9orf139_E	0
C9orf163_E	0
C9orf167_E	0.717429
C9orf169_E	0
C9orf170_E	0.097168
C9orf43_E	0.762087
C9orf47_E	0.079478
C9orf66_E	0.493855
C9orf71_E	0.289102
C9orf91_E	0.439727
C9orf95_E	0
C9orf96_E	0
CA12_E	0.0895
CA3_E	1.05376
CA8_E	0.995606
CA9_E	0.476371
CABP1_E	0
CABP7_E	0.377424
CACNA1B_E	1.03731
CACNA1C_E	0.117753
CACNA1F_E	0
CACNA1G_E	0.564539
CACNA1S_E	1.08936
CACNA2D3_E	0
CACNB1_E	1.03731
CACNB2_E	0.179097
CACNB4_E	0
CACNG7_E	0.942756
CACNG8_E	0.664617
CADM2_E	0.337121
CALB2_E	0.550602
CALCB_E	0
CALCR_E	0
CALHM2_E	0.174855
CALN1_E	0.136198
CAMK1G_E	0.904494
CAMK2A_E	0.125197
CAMK2B_E	0.468867
CAMK2N2_E	0
CAMK4_E	1.28904
CAMKK1_E	0.476371
CAPN11_E	0
CAPN12_E	1.05771
CAPN3_E	0.591567
CAPN6_E	0.854802
CAPN9_E	0
CAPS2_E	0.546017
CAPSL_E	0.377424
CAPS_E	1.48305
CARD11_E	0.717429
CARD6_E	0.160301
CARD9_E	0
CASC1_E	0.832168
CASP10_E	1.16471
CASP14_E	0
CASS4_E	0
CASZ1_E	0.523921
CATSPER2_E	0.750041
CATSPER3_E	0
CBFA2T3_E	0.980843
CBLC_E	0
CBLN1_E	0.624366
CBLN3_E	0
CBWD5_E	1.71837
CCBE1_E	0.916563
CCBP2_E	1.0635
CCDC108_E	0.072955
CCDC110_E	0.110484
CCDC114_E	0
CCDC11_E	0.405868
CCDC135_E	0
CCDC13_E	0
CCDC140_E	0
CCDC141_E	0.480741
CCDC144A_E	0.651615
CCDC144NL_E	0
CCDC146_E	1.14053
CCDC151_E	0
CCDC153_E	0
CCDC157_E	0.866229
CCDC159_E	0
CCDC164_E	0.43311
CCDC170_E	0.110484
CCDC171_E	1.02686
CCDC17_E	0.143271
CCDC19_E	0
CCDC33_E	0
CCDC37_E	0.558966
CCDC39_E	0
CCDC3_E	0.110484
CCDC40_E	0.778808
CCDC42B_E	0
CCDC60_E	1.3063
CCDC61_E	1.34999
CCDC62_E	0
CCDC64B_E	0
CCDC64_E	0.605081
CCDC65_E	0.808503
CCDC67_E	0
CCDC68_E	0.453608
CCDC74B_E	0.498293
CCDC78_E	0
CCDC7_E	0.613218
CCDC81_E	0.117753
CCDC85B_E	0.613218
CCDC88B_E	0.355015
CCDC96_E	1.22706
CCL16_E	0.236615
CCL22_E	0.866229
CCL26_E	0
CCL28_E	0.321817
CCL2_E	0
CCL3L3_E	0
CCL4_E	0
CCNA1_E	0
CCNB3_E	0
CCR6_E	0.882331
CD101_E	0
CD163L1_E	1.0223
CD1D_E	0.283037
CD200R1_E	0.788664
CD207_E	0.391735
CD209_E	0.077171
CD244_E	0
CD247_E	0
CD274_E	0
CD28_E	0.079478
CD300A_E	0
CD300LG_E	0.32871
CD302_E	0.32871
CD36_E	0.337121
CD3G_E	0
CD40_E	0.484948
CD44_E	0.952972
CD52_E	0
CD69_E	0
CD70_E	0.812948
CD72_E	0
CD79A_E	0
CD79B_E	0
CD7_E	1.10096
CD82_E	0
CD84_E	0.645674
CD97_E	0.639219
CDA_E	0
CDC42BPG_E	1.15981
CDC42EP5_E	0
CDCP1_E	1.03084
CDH10_E	0.546017
CDH12_E	0.605081
CDH17_E	0
CDH18_E	0.107529
CDH3_E	0.618574
CDH4_E	0.516069
CDH7_E	0.84284
CDHR1_E	0.550602
CDHR2_E	1.49309
CDHR3_E	0.818076
CDK5R2_E	0
CDKL1_E	0.308153
CDKN2B_E	0.476371
CDKN2D_E	0.664617
CDNF_E	1.08176
CDR1_E	0.854802
CDX1_E	0.190245
CDX2_E	0
CEACAM19_E	0
CEACAM1_E	0
CEACAM5_E	0.102721
CEACAM8_E	0
CEBPB_E	1.33527
CECR6_E	1.2364
CELF3_E	0.211189
CELF4_E	0.179097
CELF5_E	0.597962
CELF6_E	0
CEL_E	0
CERKL_E	0.246327
CERS3_E	0
CES4A_E	0
CFB_E	1.53547
CFD_E	0
CGA_E	0
CHAC1_E	0.532365
CHADL_E	0
CHGA_E	1.2647
CHGB_E	0
CHL1_E	0.240805
CHP2_E	1.2364
CHRFAM7A_E	0
CHRNA1_E	0
CHRNA3_E	0.591567
CHRNA4_E	0.468867
CHRNA7_E	0.916563
CHRNA9_E	0
CHRNB2_E	0.107529
CHRNB4_E	0.445564
CHST13_E	1.15981
CHST1_E	0.097168
CHST2_E	0.257904
CHST5_E	0.342622
CHST7_E	0
CHSY3_E	0
CIDEC_E	0
CIITA_E	0.075486
CILP2_E	1.15599
CISD3_E	0.97605
CISH_E	0.910421
CITED1_E	0.445564
CITED4_E	0
CKMT1A_E	1.28002
CKMT1B_E	1.28002
CKMT2_E	0
CLCF1_E	0
CLCNKB_E	0.143271
CLDN10_E	1.00655
CLDN16_E	0.337121
CLDN5_E	0
CLDND2_E	0
CLEC12A_E	0
CLEC17A_E	0
CLEC18B_E	1.46694
CLEC2L_E	0
CLEC4A_E	0
CLEC4C_E	0
CLEC4D_E	0
CLEC4E_E	1.2364
CLEC4F_E	0
CLEC6A_E	0
CLEC7A_E	0.136198
CLIC2_E	0
CLIC5_E	0
CLIC6_E	0.420287
CLMN_E	0.125197
CLTCL1_E	0.405868
CLUL1_E	0.639219
CLVS2_E	0.168207
CMPK2_E	0
CMTM1_E	0
CMTM5_E	0
CMYA5_E	0.080318
CNDP1_E	0.832168
CNGA1_E	0.107529
CNGB1_E	0.160301
CNIH3_E	0.645674
CNKSR1_E	0.762087
CNNM1_E	0.43311
CNRIP1_E	0.564539
CNTF_E	1.31974
CNTN1_E	0
CNTN2_E	0.369407
CNTN3_E	0.516069
CNTN5_E	0.369407
CNTN6_E	0.409257
CNTNAP1_E	0.799858
COL13A1_E	0.670561
COL15A1_E	0
COL23A1_E	0
COL3A1_E	0.184914
COL4A4_E	0
COL5A3_E	0.597962
COL8A1_E	0.36192
COLQ_E	0.675836
COMTD1_E	0.369407
COPZ2_E	0
CORO1A_E	0
CORO2B_E	0.889031
CORO6_E	0
CORO7-PAM16_E	0
CORT_E	0
COX6B2_E	0.613218
CPA4_E	0
CPEB1_E	0.240805
CPEB3_E	0.436934
CPLX1_E	1.32434
CPLX2_E	0.22496
CPLX3_E	0
CPN1_E	0.199721
CPNE2_E	0.516069
CPO_E	0.952972
CPT1A_E	0.872529
CR2_E	0
CRB1_E	0
CREB3L3_E	0.117753
CREB5_E	0.930373
CREG2_E	0
CRHR2_E	0
CRIP3_E	0
CRISPLD2_E	0.10436
CRLF1_E	0
CRTAC1_E	0.942756
CRTAM_E	0
CRX_E	0.476371
CRYAA_E	0
CRYBA4_E	0
CRYGD_E	0
CRYGN_E	0
CSDC2_E	1.00291
CSMD2_E	0.062979
CSN3_E	0
CSPG4_E	0.085343
CSPG5_E	0.149595
CST2_E	0
CST6_E	0
CTAGE15P_E	0
CTAGE4_E	0
CTAGE6P_E	0
CTCFL_E	0
CTNNA3_E	0.740769
CTSS_E	0.493855
CTU1_E	0
CUEDC1_E	0.498293
CX3CL1_E	0.998301
CX3CR1_E	0
CXCL12_E	1.09842
CXCL16_E	0.184914
CXCL2_E	0
CXCL3_E	0
CXCL5_E	0.301114
CXCL6_E	0
CXCR2_E	0.113734
CXorf21_E	0.268465
CXorf22_E	0.295464
CXorf30_E	0.391735
CXorf36_E	0.301114
CXorf48_E	0.391735
CXorf58_E	0.231653
CXorf59_E	0
CXorf69_E	0.745341
CYGB_E	0
CYLC2_E	0
CYP1A2_E	0.236615
CYP26B1_E	1.2364
CYP26C1_E	0.22496
CYP27B1_E	0.774738
CYP2B6_E	0.240805
CYP2C8_E	0.550602
CYP2D6_E	0.962784
CYP2J2_E	0
CYP3A5_E	0
CYP3A7_E	0
CYP46A1_E	0.539588
CYP4F11_E	0
CYP4F22_E	0
CYP8B1_E	0
CYSLTR2_E	0.289102
CYTL1_E	0
DAB1_E	0
DACH2_E	0
DACT3_E	0.778808
DAND5_E	0.686549
DAPK2_E	0.117753
DAPL1_E	0
DAPP1_E	0
DARC_E	0
DBH_E	0
DBX1_E	0
DCAF12L2_E	0.571365
DCC_E	0.405868
DCDC1_E	0
DCDC5_E	0.84284
DCHS2_E	0.97605
DCLK3_E	0
DDIT4L_E	1.08176
DDN_E	0
DDR2_E	0.22496
DDX60_E	0.488441
DEF6_E	0.808503
DEFB1_E	0
DENND1C_E	0.38418
DENND2C_E	0.459867
DENND3_E	0.539588
DEPDC4_E	0.660812
DEPDC7_E	1.27568
DERL3_E	0.231653
DES_E	0.493855
DGAT2_E	1.25588
DGKA_E	0
DGKB_E	0.632188
DGKE_E	0.240805
DGKI_E	0.079478
DHDH_E	0
DHRS2_E	0.43311
DIO1_E	0.882331
DIO3_E	0
DIRAS2_E	0.342622
DIRAS3_E	0.707588
DIRC1_E	0
DISC1_E	0.564539
DKK1_E	0
DKK4_E	0
DKKL1_E	0.391735
DLG2_E	0.355015
DLGAP2_E	0
DLGAP3_E	0
DLK2_E	0
DLL4_E	0.854802
DLX2_E	0
DLX3_E	0.274009
DLX4_E	0
DMGDH_E	0.102721
DMRT3_E	0
DMRTC1B_E	0.686549
DMRTC1_E	0.686549
DNAAF3_E	0.315375
DNAH12_E	0.263063
DNAH1_E	0.745341
DNAH5_E	0.546017
DNAH6_E	0.488441
DNAH7_E	0.546017
DNAH9_E	0.113734
DNAI1_E	0
DNAJA4_E	0.377424
DNAJB13_E	0
DNAJB7_E	0.184914
DND1_E	0
DNHD1_E	0.231653
DNM3_E	0.278578
DOC2A_E	0.168207
DOC2B_E	0
DOCK10_E	0.680851
DOCK8_E	0.301114
DOK5_E	1.25588
DPF1_E	1.58192
DPF3_E	0
DPH3P1_E	1.03084
DPP6_E	0.246327
DPPA2_E	0.799858
DPYD_E	1.41701
DPYS_E	0
DRD2_E	0
DRD5_E	0
DRP2_E	0
DSC1_E	0.762087
DSC3_E	0.071263
DSCAM_E	0.092828
DSG3_E	0
DTX1_E	1.20398
DUSP10_E	0.263063
DUSP15_E	0
DUSP26_E	0.910421
DUSP28_E	0.476371
DUSP2_E	0
DUSP8_E	0
DUXA_E	0
DYDC1_E	0
DYDC2_E	0
DYNC1I1_E	1.07485
DYNLRB2_E	0
DYRK4_E	0.618574
EBF1_E	0.199721
EBF2_E	0.125197
EBF3_E	0
EBF4_E	0.657433
EBLN2_E	0.468867
ECM1_E	1.38551
ECM2_E	0.268465
ECSCR_E	0
ECT2L_E	0
EDAR_E	0
EDA_E	1.11676
EDN3_E	0
EDNRB_E	0.605081
EEF1A2_E	0
EFCAB1_E	1.07485
EFCAB4A_E	0
EFCAB4B_E	0.799858
EFCAB5_E	0.38418
EFCAB6_E	0.391735
EFHB_E	0.523921
EFHC2_E	0.701672
EGFL6_E	0.771435
EGR1_E	0.468867
EGR2_E	0
EGR3_E	0
EHBP1L1_E	0.199721
EHD2_E	0.825061
EHF_E	0.624366
EIF4EBP3_E	1.72662
ELAVL3_E	0.231653
ELAVL4_E	1.03731
ELF4_E	0.174855
ELF5_E	0
ELFN2_E	0
ELL3_E	0
ELMO3_E	0.591567
ELMOD1_E	0.686549
ELN_E	0.804696
ELTD1_E	1.20398
EMCN_E	0
EME2_E	1.07485
EMILIN1_E	0.488441
EMILIN3_E	0.480741
EML2_E	1.13087
EML5_E	1.14766
EML6_E	0.624366
EMR2_E	0.102721
EMX1_E	0
EMX2_E	0.657433
ENKUR_E	0
ENO4_E	0.246327
ENOX1_E	0.962784
ENPP6_E	0.117753
ENPP7_E	0
ENTPD1_E	0.321817
ENTPD2_E	0
EPAS1_E	0.113734
EPB49_E	0
EPHA10_E	0.578382
EPHA3_E	0
EPHB1_E	1.1768
EPHX3_E	0
EPHX4_E	0
EPN3_E	0
EPOR_E	0.645674
EPO_E	0
EPS8L1_E	0
ERAP2_E	0.179097
EREG_E	0.143271
ERG_E	0
ERMN_E	0
ERN1_E	0.174855
ERN2_E	0.904494
ERVFRD-1_E	0
ERVV-1_E	0
ESM1_E	0
ESR2_E	0
ESRP2_E	0.680851
ESRRG_E	0.369407
ETV1_E	0
ETV2_E	0
ETV4_E	0.315375
ETV5_E	0.355015
ETV6_E	0.347451
EVX1_E	0
EXD1_E	0
EXOC3L4_E	0.289102
EXPH5_E	1.11676
EXTL1_E	0.347451
EYA1_E	0.246327
EYA4_E	0
EYS_E	0
F12_E	0.168207
F13A1_E	0
F2RL2_E	0.102721
F2RL3_E	0.717429
F5_E	0.837739
F7_E	0.484948
F8A2_E	0
F8A3_E	0
F8_E	1.33989
FA2H_E	0
FABP2_E	0
FABP4_E	1.22057
FABP6_E	0
FABP7_E	0.377424
FADS6_E	0
FAIM2_E	0
FAIM3_E	0.539588
FAM101A_E	0.325044
FAM105A_E	1.22706
FAM109B_E	0.308153
FAM110C_E	0.872529
FAM110D_E	0
FAM113B_E	0
FAM123C_E	0.110484
FAM131C_E	0.211189
FAM132A_E	1.07485
FAM133A_E	0.778808
FAM134B_E	1.29653
FAM135B_E	0.837739
FAM151A_E	1.52897
FAM151B_E	1.39945
FAM153B_E	0
FAM154B_E	0.986961
FAM155B_E	0.854802
FAM156B_E	0
FAM157B_E	0
FAM159A_E	0
FAM159B_E	0
FAM160A1_E	1.27075
FAM162B_E	0
FAM166A_E	0
FAM166B_E	0
FAM167B_E	0
FAM169B_E	0
FAM176A_E	1.24815
FAM176C_E	0.984516
FAM178B_E	0
FAM179A_E	0.409257
FAM184B_E	0
FAM189A1_E	0.724058
FAM189A2_E	0
FAM190A_E	0.0895
FAM198A_E	0.783853
FAM19A2_E	0.268465
FAM19A3_E	0
FAM209A_E	0
FAM209B_E	0
FAM20A_E	0.149595
FAM211A_E	0
FAM212B_E	0.808503
FAM22D_E	0.639219
FAM22G_E	0
FAM26E_E	0.414384
FAM26F_E	0
FAM3B_E	0.257904
FAM43A_E	0.936093
FAM46C_E	0.246327
FAM47E_E	1.18211
FAM49A_E	1.08936
FAM53A_E	0.916563
FAM57B_E	0
FAM65B_E	0.930373
FAM65C_E	0
FAM69C_E	0.342622
FAM70A_E	0
FAM70B_E	0
FAM71F1_E	1.29141
FAM71F2_E	0
FAM72B_E	0
FAM78A_E	0.355015
FAM78B_E	0
FAM81A_E	0
FAM82A1_E	0.986961
FAM83A_E	0
FAM83E_E	0
FAM83F_E	0
FAM89A_E	1.28279
FAM90A1_E	0
FAM92B_E	0.38418
FAM98C_E	0.872529
FAS_E	0.414384
FAT2_E	0
FBP1_E	0.50531
FBXL16_E	0.097168
FBXL22_E	0
FBXO15_E	0.420287
FBXO24_E	0
FBXO2_E	1.64993
FBXO32_E	0.51063
FBXO40_E	0
FBXO43_E	0.585385
FBXO6_E	1.81713
FBXW12_E	0
FCAMR_E	0
FCGBP_E	0.075486
FCGR2B_E	0
FCHO1_E	0.942756
FCHSD1_E	0.69451
FER1L5_E	0.143271
FERMT1_E	0.355015
FEZF1_E	0.767277
FEZF2_E	0
FFAR2_E	0
FGA_E	0
FGD2_E	0
FGD3_E	0.916563
FGD5_E	0.69451
FGF10_E	0
FGF12_E	0.184914
FGF14_E	0
FGF18_E	0.757472
FGF19_E	1.00655
FGF1_E	0.532365
FGF4_E	0
FGF5_E	0.757472
FGF7_E	0.936093
FGF8_E	0
FGF9_E	0
FGL2_E	0
FHAD1_E	0.51063
FHDC1_E	0.217857
FHIT_E	1.0223
FIGF_E	0
FILIP1L_E	1.51568
FITM2_E	0.38418
FLG2_E	0
FLI1_E	0.484948
FLJ25363_E	0
FLJ44635_E	0.143271
FLRT1_E	0
FLT3LG_E	0
FLT4_E	0.426307
FMN1_E	1.36068
FMN2_E	0.409257
FMNL1_E	0
FMO1_E	0.532365
FMO2_E	0
FMO5_E	1.24815
FOSB_E	1.03359
FOSL1_E	1.23983
FOS_E	0
FOXA2_E	1.15599
FOXB1_E	0.50531
FOXC2_E	0
FOXD3_E	0
FOXD4_E	0
FOXE1_E	0
FOXE3_E	0
FOXH1_E	0.51063
FOXI2_E	0
FOXI3_E	1.27568
FOXL1_E	0.217857
FOXN4_E	0.206581
FOXP2_E	0.523921
FOXP3_E	0
FOXR2_E	0
FOXS1_E	0
