Gene	Expression
ANKRD33B_J	-0.536125
ANKRD34B_J	-0.046864
ANKRD35_J	0.812569
ANKRD36_J	0.466944
ANKRD36B_J	0.289821
ANKRD37_J	0.528234
ANKRD39_J	0.088946
ANKRD40_J	-0.054856
ANKRD42_J	0.099712
ANKRD44_J	0.130518
ANKRD45_J	0.274743
ANKRD46_J	0.049976
ANKRD49_J	-0.176094
ANKRD5_J	-0.091971
ANKRD50_J	-0.156215
ANKRD52_J	-0.010086
ANKRD53_J	-0.269395
ANKRD54_J	-0.199140
ANKRD6_J	-0.389298
ANKRD65_J	0.627544
ANKRD9_J	0.310218
ANKS1A_J	0.083874
ANKS1B_J	0.208987
ANKS3_J	-0.021372
ANKS4B_J	-0.016539
ANKS6_J	-0.355383
ANKZF1_J	0.082955
ANLN_J	0.247815
ANO1_J	-0.683820
ANO10_J	0.135313
ANO2_J	-0.029459
ANO5_J	-0.002984
ANO6_J	0.035134
ANO7_J	0.025323
ANO8_J	0.248946
ANO9_J	0.161971
ANP32A_J	-0.002911
ANP32B_J	0.045481
ANP32D_J	-0.098582
ANP32E_J	-0.094146
ANPEP_J	0.045302
ANTXR1_J	0.175258
ANTXR2_J	0.074838
ANXA1_J	0.331406
ANXA11_J	-0.237923
ANXA2_J	0.282356
ANXA3_J	-0.422765
ANXA4_J	0.076525
ANXA5_J	0.041323
ANXA6_J	0.065331
ANXA7_J	-0.324218
ANXA8L1_J	-0.105179
ANXA9_J	-0.308860
AOAH_J	-0.039358
AOC2_J	0.354133
AOC3_J	-0.355718
AOX1_J	0.111171
AP1AR_J	-0.135894
AP1B1_J	-0.241854
AP1G1_J	0.113635
AP1G2_J	-0.046340
AP1M1_J	-0.062659
AP1M2_J	-0.793169
AP1S1_J	0.258319
AP1S2_J	0.061487
AP1S3_J	-0.303609
AP2A1_J	-0.075356
AP2A2_J	0.053076
AP2B1_J	0.029677
AP2M1_J	0.072606
AP2S1_J	-0.176787
AP3B1_J	0.083972
AP3B2_J	-0.428701
AP3D1_J	-0.205469
AP3M1_J	0.160856
AP3M2_J	0.098930
AP3S1_J	-0.095449
AP3S2_J	-0.390866
AP4B1_J	0.438702
AP4E1_J	-0.058931
AP4M1_J	0.176102
AP4S1_J	0.014195
AP5B1_J	0.061877
AP5M1_J	-0.080365
AP5S1_J	-0.149417
AP5Z1_J	-0.197671
APAF1_J	0.098452
APBA1_J	-0.092706
APBA2_J	0.035435
APBA3_J	0.514257
APBB1_J	0.275133
APBB2_J	-0.006641
APBB3_J	0.089237
APC_J	0.059309
APC2_J	0.130019
APCDD1_J	0.335346
APEH_J	0.042436
APEX1_J	0.045517
APEX2_J	-0.186016
APH1A_J	0.083327
APH1B_J	0.028821
API5_J	-0.046938
APIP_J	0.125213
APITD1_J	0.807354
APITD1-CORT_J	-0.189650
APLF_J	-0.097708
APLN_J	0.083981
APLNR_J	-0.061709
APLP1_J	0.379104
APLP2_J	0.216648
APOA1_J	-1.544789
APOA1BP_J	0.067659
APOA2_J	-0.188303
APOB_J	-0.676882
APOBEC3A_J	-0.344347
APOBEC3B_J	1.533922
APOBEC3C_J	-0.197597
APOBEC3D_J	-0.853712
APOBEC3F_J	-0.017927
APOBEC3G_J	0.140140
APOBEC3H_J	0.377482
APOBR_J	-0.085457
APOC1_J	-0.297647
APOC3_J	-0.235055
APOC4_J	0.761870
APOE_J	-0.428748
APOF_J	-0.183385
APOL1_J	-0.302529
APOL2_J	-0.411298
APOL4_J	-0.541384
APOL6_J	-0.122195
APOLD1_J	0.385835
APOM_J	-0.907689
APOO_J	-0.093246
APOOL_J	0.138937
APOPT1_J	-0.097273
APP_J	0.150251
APPBP2_J	0.056188
APPL1_J	-0.075868
APPL2_J	0.196522
APRT_J	-0.053907
APTX_J	-0.121011
AQP1_J	-0.212144
AQP11_J	-0.909303
AQP3_J	-1.052599
AQP4_J	-0.372119
AQP5_J	-0.173816
AQP6_J	-0.208342
AQP7_J	-0.258460
AQR_J	-0.065327
AR_J	0.218312
ARAF_J	0.043128
ARAP1_J	0.125346
ARAP2_J	0.135062
ARAP3_J	-0.198985
ARC_J	-0.136529
ARCN1_J	-0.154639
ARF1_J	-0.078350
ARF3_J	-0.006672
ARF4_J	-0.103007
ARF5_J	0.195213
ARF6_J	0.039906
ARFGAP1_J	-0.008174
ARFGAP2_J	0.161619
ARFGAP3_J	-0.028221
ARFGEF1_J	-0.083037
ARFGEF2_J	-0.232219
ARFIP1_J	0.120566
ARFIP2_J	-0.395254
ARFRP1_J	0.283098
ARG2_J	0.111172
ARGFX_J	-0.033410
ARGLU1_J	-0.010157
ARHGAP1_J	0.086653
ARHGAP10_J	0.018221
ARHGAP11A_J	0.297234
ARHGAP11B_J	0.398207
ARHGAP12_J	0.075198
ARHGAP15_J	-0.000108
ARHGAP17_J	0.078085
ARHGAP18_J	0.012850
ARHGAP19_J	0.078995
ARHGAP20_J	-0.043572
ARHGAP21_J	0.081913
ARHGAP22_J	-0.514819
ARHGAP23_J	-0.250607
ARHGAP24_J	0.030267
ARHGAP25_J	-0.015131
ARHGAP26_J	-0.233397
ARHGAP27_J	0.021069
ARHGAP28_J	-0.091179
ARHGAP29_J	-0.100903
ARHGAP31_J	-0.037930
ARHGAP32_J	-0.279618
ARHGAP33_J	0.277053
ARHGAP35_J	-0.049718
ARHGAP39_J	0.188878
ARHGAP4_J	0.028013
ARHGAP42_J	-0.054257
ARHGAP44_J	0.100950
ARHGAP5_J	-0.019802
ARHGAP6_J	0.837627
ARHGAP8_J	0.203331
ARHGDIA_J	-0.077897
ARHGDIB_J	-0.024935
ARHGDIG_J	-0.132344
ARHGEF1_J	0.116879
ARHGEF10_J	-0.013844
ARHGEF10L_J	-0.110427
ARHGEF11_J	0.002496
ARHGEF12_J	0.031632
ARHGEF15_J	0.126550
ARHGEF16_J	0.358335
ARHGEF17_J	-0.042142
ARHGEF18_J	-0.128665
ARHGEF19_J	0.523215
ARHGEF2_J	-0.025816
ARHGEF25_J	0.331800
ARHGEF26_J	-0.014665
ARHGEF3_J	0.343673
ARHGEF33_J	-0.015621
ARHGEF35_J	0.063844
ARHGEF37_J	-0.167130
ARHGEF38_J	-0.130138
ARHGEF4_J	-1.101305
ARHGEF40_J	0.057134
ARHGEF5_J	-0.363278
ARHGEF6_J	-0.350179
ARHGEF7_J	0.076598
ARHGEF9_J	0.137385
ARID1A_J	-0.040089
ARID1B_J	-0.038936
ARID2_J	-0.016979
ARID3A_J	-0.415860
ARID3B_J	-0.022952
ARID3C_J	0.280535
ARID4A_J	0.221987
ARID4B_J	-0.052516
ARID5A_J	0.513017
ARID5B_J	0.243303
ARIH1_J	0.014180
ARIH2_J	0.020610
ARL1_J	-0.103445
ARL10_J	0.429443
ARL11_J	-0.345268
ARL13B_J	-0.200178
ARL15_J	0.282517
ARL16_J	-0.095070
ARL17A_J	0.026914
ARL17B_J	1.402691
ARL2_J	0.140204
ARL2BP_J	-0.003159
ARL3_J	0.144781
ARL4A_J	0.177208
ARL4C_J	0.090752
ARL4D_J	0.235629
ARL5A_J	0.015679
ARL5B_J	-0.090426
ARL6_J	0.260360
ARL6IP1_J	0.172934
ARL6IP4_J	0.222936
ARL6IP5_J	0.177800
ARL6IP6_J	0.202761
ARL8A_J	-0.152963
ARL8B_J	-0.051161
ARMC1_J	0.027287
ARMC10_J	-0.090145
ARMC12_J	-0.250347
ARMC2_J	0.075203
ARMC3_J	0.128335
ARMC4_J	0.643528
ARMC5_J	-0.054464
ARMC6_J	-0.217290
ARMC7_J	0.090815
ARMC8_J	0.062157
ARMC9_J	0.072993
ARMCX1_J	0.141514
ARMCX2_J	-0.050814
ARMCX3_J	-0.083617
ARMCX4_J	-0.271574
ARMCX5_J	0.172777
ARMCX5-GPRASP2_J	0.735932
ARMCX6_J	-0.165789
ARNT_J	-0.051786
ARNT2_J	0.368443
ARNTL_J	0.443819
ARNTL2_J	0.040960
ARPC1A_J	0.086820
ARPC1B_J	-0.141120
ARPC2_J	0.114913
ARPC3_J	-0.066841
ARPC4_J	-0.159560
ARPC4-TTLL3_J	0.081671
ARPC5_J	-0.151593
ARPC5L_J	0.050223
ARPM1_J	0.047261
ARPP19_J	0.020916
ARRB1_J	-0.474959
ARRB2_J	0.336586
ARRDC1_J	0.077710
ARRDC2_J	0.586657
ARRDC3_J	0.245546
ARRDC4_J	-0.376801
ARSA_J	-0.571971
ARSB_J	-0.130258
ARSD_J	0.404980
ARSE_J	-0.113788
ARSF_J	-0.357321
ARSG_J	0.763424
ARSI_J	-1.117960
ARSJ_J	0.310463
ARSK_J	0.158428
ART5_J	-0.102922
ARTN_J	-0.103133
ARV1_J	-0.116006
ARVCF_J	-0.244593
AS3MT_J	0.502615
ASAH1_J	0.117778
ASAH2_J	0.210479
ASAH2B_J	0.128184
ASAP1_J	-0.018488
ASAP2_J	0.302876
ASAP3_J	0.200212
ASB1_J	-0.222204
ASB11_J	-0.451946
ASB12_J	-0.185336
ASB13_J	0.304157
ASB16_J	0.091564
ASB2_J	0.516688
ASB3_J	-0.008845
ASB4_J	0.088427
ASB6_J	0.065717
ASB7_J	-0.250454
ASB8_J	0.175405
ASB9_J	0.590930
ASCC1_J	0.206921
ASCC2_J	-0.350087
ASCC3_J	-0.189021
ASCL1_J	-0.204802
ASF1A_J	-0.227384
ASF1B_J	0.448539
ASGR1_J	-0.146261
ASH1L_J	-0.059403
ASH2L_J	0.034127
ASIC1_J	0.300950
ASIC2_J	0.265245
ASIC3_J	-0.198154
ASIC4_J	0.433228
ASL_J	0.331840
ASMT_J	-0.040013
ASMTL_J	-0.172417
ASNA1_J	0.099440
ASNS_J	-0.152079
ASNSD1_J	-0.111216
ASPA_J	0.312752
ASPG_J	-0.295938
ASPH_J	0.117209
ASPHD1_J	-0.058846
ASPHD2_J	0.200659
ASPM_J	0.398962
ASPRV1_J	0.085269
ASPSCR1_J	-0.099456
ASRGL1_J	-0.509477
ASS1_J	-0.313228
ASTE1_J	0.110605
ASTN1_J	0.608487
ASTN2_J	-0.169586
ASUN_J	0.071043
ASXL1_J	0.138401
ASXL2_J	-0.096808
ASXL3_J	0.129204
ATAD1_J	-0.185770
ATAD2_J	0.211706
ATAD2B_J	-0.026700
ATAD3A_J	-0.284042
ATAD3B_J	-0.020533
ATAD3C_J	-0.123532
ATAD5_J	0.015724
ATAT1_J	0.000118
ATCAY_J	-0.098063
ATE1_J	-0.126454
ATF1_J	-0.456399
ATF2_J	0.092579
ATF3_J	0.526741
ATF4_J	-0.080727
ATF5_J	0.077505
ATF6_J	-0.052790
ATF6B_J	0.388752
ATF7_J	-0.055897
ATF7IP_J	0.106222
ATF7IP2_J	-0.423296
ATG10_J	-0.348093
ATG12_J	-0.076695
ATG13_J	-0.141093
ATG14_J	-0.014087
ATG16L1_J	-0.014728
ATG16L2_J	-0.224695
ATG2A_J	-0.156179
ATG2B_J	0.043971
ATG3_J	-0.112641
ATG4A_J	-0.082052
ATG4B_J	0.116931
ATG4C_J	-0.068032
ATG4D_J	-0.006887
ATG5_J	0.134854
ATG7_J	0.269501
ATG9A_J	0.000252
ATG9B_J	0.053148
ATHL1_J	-0.572234
ATIC_J	-0.132448
ATL1_J	0.433206
ATL2_J	-0.065317
ATL3_J	0.262299
ATM_J	0.038964
ATMIN_J	0.041274
ATN1_J	0.076924
ATOH8_J	0.236779
ATOX1_J	-0.242230
ATP10D_J	-0.183373
ATP11A_J	-0.346156
ATP11B_J	-0.042921
ATP11C_J	-0.169876
ATP12A_J	-0.802483
ATP13A1_J	-0.166959
ATP13A2_J	0.177784
ATP13A3_J	-0.241322
ATP13A4_J	-0.144958
ATP1A1_J	-0.140816
ATP1A2_J	-0.082751
ATP1A3_J	0.344187
ATP1B1_J	0.048036
ATP1B2_J	-0.027596
ATP1B3_J	-0.118825
ATP1B4_J	-0.173786
ATP2A1_J	-0.258521
ATP2A2_J	-0.102671
ATP2A3_J	-0.338643
ATP2B1_J	0.276976
ATP2B4_J	-0.038778
ATP2C1_J	-0.056831
ATP2C2_J	-0.710958
ATP5A1_J	0.022047
ATP5B_J	0.104292
ATP5C1_J	0.038313
ATP5D_J	0.322880
ATP5E_J	0.258635
ATP5F1_J	-0.051073
ATP5G1_J	-0.243400
ATP5G2_J	0.050533
ATP5G3_J	-0.052347
ATP5H_J	0.145026
ATP5I_J	0.047032
ATP5J_J	0.207913
ATP5J2_J	-0.046246
ATP5J2-PTCD1_J	1.069695
ATP5L_J	0.056390
ATP5L2_J	-0.048149
ATP5O_J	-0.113159
ATP5S_J	0.266336
ATP5SL_J	-0.084548
ATP6AP1_J	-0.097677
ATP6AP1L_J	0.363871
ATP6AP2_J	0.075366
ATP6V0A1_J	-0.209091
ATP6V0A2_J	0.056271
ATP6V0A4_J	-0.075630
